"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"120002469","NOB1","NOTTINGHAM E JN - LINCOLN 32MP","-0.0667","9.0278","Mineworking","Mining Referral Layer (Gedling)","All/Multiple Tracks","Within Network Rail's Mining Referral area.
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page:
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120013597","AML","ATTENBOROUGH JN - MEADOW LANE JN","-0.0003","0.0217","Landfill Gases","Trent Tip, Meadow Lane, Long Eaton","All/Multiple Tracks","Old tip of railway waste. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"50141657","SEN","SYSTON EAST JN - SYSTON NORTH JN","0.0000","0.0374","Landfill Gases","Fosse Way,Syston.","","ZIAR Ref No_267491_ Interim Reference No_HZ_4973 _Notes: Mileage; From = 0M 00C, To = 0M 17C. Line. s. affected; = Up Road. Remarks: Infill of sand pit with waste from the construction industry. GAS. Yes/Unknown/No. = Unknown. M.E. RefHQ/16/35758. PLAN Ref.;130 Con Area;4",""
"50138991","ABE1","ALLINGTON JNC TO FORMER BARKSTON EAST JN (EXTENDED TO REPLACE ABE2)","0.0000","0.0858","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_272049_ Interim Reference No_HZ_10567 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50138997","GRS4","FIRSBY NORTH JN - SKEGNESS","0.0000","9.0374","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_272029_ Interim Reference No_HZ_10547 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50139015","SSE","SLEAFORD SOUTH JN EAST JN","0.0000","0.0946","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_272018_ Interim Reference No_HZ_10536 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50139016","SSE","SLEAFORD SOUTH JN EAST JN","0.0000","0.0946","Bi-directional Working","Bi-directional Throughout","","MIMS-S//SC/ - ZIAR Ref No_272019_ Interim Reference No_HZ_10537 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50139022","BHP","BOULTHAM JN. - PYEWIPE","0.0000","0.1430","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_271997_ Interim Reference No_HZ_10515 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50139023","BHP","BOULTHAM JN. - PYEWIPE","0.0000","0.1430","Bi-directional Working","Bi-directional Single Line Throughout","","ZIAR Ref No_271998_ Interim Reference No_HZ_10516 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50139035","PMJ","MANTON JN - PETERBOROUGH","0.0000","13.1320","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_271981_ Interim Reference No_HZ_10499 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50133580","GRS4","FIRSBY NORTH JN - SKEGNESS","0.0000","0.0880","Warning SSOW Prohibited","Firsby Curve","","ZIAR Ref No_272025_ Interim Reference No_HZ_10543 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138934","DBP1","DERBY - KINGSBURY JNC","0.0000","29.0858","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_272110_ Interim Reference No_HZ_10628 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50138776","DBP1","DERBY - KINGSBURY JNC","0.0000","29.0880","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_272338_ Interim Reference No_HZ_10856 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50139048","NOB1","NOTTINGHAM E JN - LINCOLN 32MP","0.0000","16.1716","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_271996_ Interim Reference No_HZ_10514 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50138999","GRS4","FIRSBY NORTH JN - SKEGNESS","0.0000","9.0374","Bi-directional Working","Bi-directional Single Line","","ZIAR Ref No_272031_ Interim Reference No_HZ_10549 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"120013937","BHP","BOULTHAM JN. - PYEWIPE","0.0000","0.0995","Landfill Gases","Firth Road, Lincoln","All/Multiple Tracks","Foundry waste tip consisting of slag, foundry sand, metallic dust and general works waste. 
Landfill gas present? No 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
