"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"20155699","NLF","NORWOOD JN TO LOW FELL","-0.0318","-0.0272","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"120016458","NLF","NORWOOD JN TO LOW FELL","-0.0318","-0.0220","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"20163010","NLF","NORWOOD JN TO LOW FELL","-0.0314","-0.0268","Buried Foul Water Service","","","Sewage. RT Document: RTP LP NO 499. SLEWED ACROSS TRACKS
 CROSS REF ECM5
 7/141/536. f. ",""
"20163011","NLF","NORWOOD JN TO LOW FELL","-0.0302","0.0000","Buried Foul Water Service","","","Sewage. RT Document: RTP LP NO 499. ACROSS TRACKS
 CROSS REF ECM5
 M 6511 OLD PROP MISC REF",""
"120015917","BNE","BENTON NORTH JN - EARSDON JN","-0.0004","0.0055","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"20154564","ECM7","NEWCASTLE - BERWICK (REGIONAL BDRY)","0.0000","0.0000","Other Contamination","","","TRAIN MOVEMENTS",""
"20154690","HCS","HEATON CARRIAGE SIDINGS","0.0000","0.0264","Other Contamination","HEATON CARRIAGE DEPOT","","Environmental Boundary Survey by ERM EnviroClean Ltd has identified localised heavy metal contamination & the presence of elevated lead & detectable organics. Report available in York Records Centre.",""
"20155550","SES","SEAL SANDS BRANCH","0.0000","2.0946","CIMAH Site","Teesside Gas Processing Plant, ","","CIMAH Site. Liquid Propane, NGL",""
"20155570","SES","SEAL SANDS BRANCH","0.0000","2.0946","CIMAH Site","Simon Storage (North), ","","CIMAH Site.",""
"20155571","SES","SEAL SANDS BRANCH","0.0000","2.0946","CIMAH Site","Simon Storage (South), ","","CIMAH Site.",""
"20155574","SES","SEAL SANDS BRANCH","0.0000","2.0946","CIMAH Site","Tees Storage, ","","CIMAH Site.",""
"20155601","SES","SEAL SANDS BRANCH","0.0000","2.0946","CIMAH Site","Fine Organics Ltd, Teesside","","CIMAH Site.",""
"20155614","SES","SEAL SANDS BRANCH","0.0000","2.0946","CIMAH Site","Phillips Petroleum - Seal Sands, ","","CIMAH Site.",""
"20155618","SES","SEAL SANDS BRANCH","0.0000","2.0946","CIMAH Site","Seal Sands Chemicals Ltd., ","","CIMAH Site.",""
"20155639","SES","SEAL SANDS BRANCH","0.0000","0.0396","CIMAH Site","British Gas Limited (Cleveland), ","","CIMAH Site.",""
"20155712","HCS","HEATON CARRIAGE SIDINGS","0.0000","0.0264","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME
 SYSTEM",""
"20155716","HLK","HIGH LEVEL BRIDGE JN TO KING EDWARD BRIDGE SOUTH JN","0.0000","0.1030","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20155730","KEB","KING EDWARD BRIDGE EAST JN TO NORTH JN","0.0000","0.0045","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20155750","ECM7","NEWCASTLE - BERWICK (REGIONAL BDRY)","0.0000","69.1474","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20158321","KEB","KING EDWARD BRIDGE EAST JN TO NORTH JN","0.0000","0.0000","Hazard Associated With Drain","Gateshead Greensfield MPD: Renewal Of Roof - Gener","","Drain pipe. RT Document: 55YC054: Location 7330. Contact the Records Centre for further information. 03 74347. ",""
"20158322","KEB","KING EDWARD BRIDGE EAST JN TO NORTH JN","0.0000","0.0000","Hazard Associated With Drain","Gateshead Greensfield MPD: Foundation Pits & Drain","","Drain pipe. RT Document: 55YC073: Location 2114. Contact the Records Centre for further information. 03 74347. ",""
"20158323","KEB","KING EDWARD BRIDGE EAST JN TO NORTH JN","0.0000","0.0000","Hazard Associated With Drain","Gateshead Greensfield MPD: Fuelling & Repair Facil","","Drain pipe. RT Document: 59YC049: Location 2114. Contact the Records Centre for further information. 03 74347. ",""
