"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"120016309","CHS","CRIGGLESTONE JN HORBURY JN","-0.0045","1.1167","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016589","GRD","GREETLAND JN DRYCLOUGH JN","-0.0009","1.0262","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120012155","CHS","CRIGGLESTONE JN HORBURY JN","-0.0003","0.0158","Landfill Gases","Thornes Moor, Horbury","All/Multiple Tracks","Old tip of unknown wastes on site which closed prior to 1977. Significant levels of landfill gas recorded. 
Landfill gas present? Yes 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016554","BBW","BRADLEY JN BRADLEY WOOD","-0.0002","1.0393","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120013497","GUE2","ESHOLT JN TO DOCKFIELD JN (GUISELEY - SHIPLEY)","-0.0001","0.0421","Landfill Gases","Milnes Road, Yeadon","All/Multiple Tracks","Infill of old clay pit with waste from the construction industry. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015689","GUE2","ESHOLT JN TO DOCKFIELD JN (GUISELEY - SHIPLEY)","-0.0001","3.0894","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"20149765","HUE","HUNSLET EAST GOODS","0.0000","0.0000","COSS or IWA may not work alone","Neville Hill West Junction","","WARNING SSOW WORKING PROHIBITION. PICOW WORKING ALONE PROHIBITION.",""
"20150206","WWK","WAKEFIELD KIRKGATE INGS JN WAKEFIELD WEST RIDING JN","0.0000","0.0572","Restricted Sighting","Wakefield W. South Jn-Wakefield K. West Jn","","",""
"20155674","WWK","WAKEFIELD KIRKGATE INGS JN WAKEFIELD WEST RIDING JN","0.0000","0.0037","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20155710","GUE2","ESHOLT JN TO DOCKFIELD JN (GUISELEY - SHIPLEY)","0.0000","3.0836","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20155724","HUE","HUNSLET EAST GOODS","0.0000","0.0028","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20155775","BIB","SHIPLEY BINGLEY JN BRADFORD JN","0.0000","0.0374","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAIL FROM GEOGIS MAINFRAME SYSTEM",""
"20157659","NHM","NEVILL HILL DEPARTURE SIDINGS SERVICING ROADS AND FLUSHING APRON","0.0000","0.0000","Buried Water Main","Leeds: Neville Hill Motive Power Depot - Route Of ","","High Pressure Water Pipeline. RT Document: 60YNW183: Location 7552. Contact the Records Centre for further information. 03 74347. ",""
"20157660","NHM","NEVILL HILL DEPARTURE SIDINGS SERVICING ROADS AND FLUSHING APRON","0.0000","0.0000","Buried Water Main","Leeds: Neville Hill Carriage Cleaning Shed - Boxes","","High Pressure Water Pipeline. RT Document: 68YNW075: Location 8257. Contact the Records Centre for further information. 03 74347. ",""
"20157661","NHM","NEVILL HILL DEPARTURE SIDINGS SERVICING ROADS AND FLUSHING APRON","0.0000","0.0000","Buried Water Main","Leeds: Neville Hill Train Maintenance Shed - Servi","","High Pressure Water Pipeline. RT Document: 75YW103B: Location 8588. Contact the Records Centre for further information. 03 74347. ",""
"20157662","NHM","NEVILL HILL DEPARTURE SIDINGS SERVICING ROADS AND FLUSHING APRON","0.0000","0.0000","Hazard Associated With Drain","Leeds: Neville Hill Train Maintenance Shed East En","","Drain pipe. RT Document: 77YW435: Location 8705. Contact the Records Centre for further information. 03 74347. ",""
"20157663","NHM","NEVILL HILL DEPARTURE SIDINGS SERVICING ROADS AND FLUSHING APRON","0.0000","0.0000","Hazard Associated With Drain","Leeds: Neville Hill Motive Power Depot - General P","","Track drains. RT Document: 57YNW139: Location 7397. Contact the Records Centre for further information. 03 74347. ",""
"20157664","NHM","NEVILL HILL DEPARTURE SIDINGS SERVICING ROADS AND FLUSHING APRON","0.0000","0.0000","Hazard Associated With Drain","Leeds: Neville Hill Carriage Cleaning Shed - Drain","","Track drains. RT Document: 67YNW121: Location 9865. Contact the Records Centre for further information. 03 74347. ",""
"20157678","NHM","NEVILL HILL DEPARTURE SIDINGS SERVICING ROADS AND FLUSHING APRON","0.0000","0.0000","Hazard Associated With Drain","Leeds: Neville Hill Carriage Cleaning Shed - Concr","","Drain pipe. RT Document: 67YNW096: Location 8168. Contact the Records Centre for further information. 03 74347. ",""
"20157679","NHM","NEVILL HILL DEPARTURE SIDINGS SERVICING ROADS AND FLUSHING APRON","0.0000","0.0000","Hazard Associated With Drain","Leeds: Neville Hill Train Maintenance Shed - Servi","","Drain pipe. RT Document: 76YW160: Location 9899. Contact the Records Centre for further information. 03 74347. ",""
"20157680","NHM","NEVILL HILL DEPARTURE SIDINGS SERVICING ROADS AND FLUSHING APRON","0.0000","0.0000","Hazard Associated With Drain","Leeds: Neville Hill Train Maintenance Shed East En","","Drain pipe. RT Document: 76YW233: Location 8635. Contact the Records Centre for further information. 03 74347. ",""
