"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"50465354","WSA","WATFORD YARD GF - ST ALBANS ABBEY","-0.0436","-0.0075","Buried Gas Pipe","Orphanage Road-Watford Junction Station","","4"" LP gas main starting near Orphanage road and running alongside tracks in direction of increasing mileage.","O"
"50493873","WSA","WATFORD YARD GF - ST ALBANS ABBEY","-0.0436","6.1021","Asbestos Hazard","WATFORD JUNCTION TO ST.ALBANS ABBEY BRANCH","All/Multiple Tracks","Abestos troughing - Asbestos troughing with concrete lids has been identified on the down side at Watford North level crossing. The length of this troughing is not known and therefore will be assumed to exist along the whole branch line.","O"
"110145826","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","-0.0056","-0.0056","Buried Telecommunication Cables","EUSTON STATION SIGN POST","All/Multiple Tracks","Orange PCS mast/lamppost is located at or near this location. Associated Buried Services equipment may be in the vicinity of this mast. For further details contact Stephen Hales at Fujitsu <Tel: 0121 717 1160; Mob: 07891 911 648>","NP"
"110147482","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","-0.0042","-0.0042","Authorised Access Point - Vehicle","CONCOURSE EUSTON 25KV SUBSTATION","All/Multiple Tracks","Address:Melton Street, Euston, London:NW1 2BN Details: Melton Street LONDON","O"
"50460084","WMB","WILLESDEN HL JN - MITRE BRIDGE JN","-0.0009","0.0220","25Kv Overhead Electrification","25 KV Overhead Line Equipment","All/Multiple Tracks","","O"
"50134885","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0000","Buried Service","BT Cable","","ZIAR Ref No_275810_ Interim Reference No_HZ_17720 _Notes: Owned by L.B. Camden, - Network Rail Property Land Plan No; 223 ","O"
"50138658","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","83.0374","25Kv Overhead Electrification","25 KV Overhead Line Equipment","","Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138664","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0946","Restricted Clearance","Restricted Positions of Safety","Unknown","Local agreement for blocking of platforms line. Both OHLs & 3rd rail in platform 9 & 10.","O"
"50142183","WSA","WATFORD YARD GF - ST ALBANS ABBEY","0.0000","0.0000","Authorised Access Point - Pedestrian","Watford-Orphanage road","Rev Siding","Nature of Access: Ascending steps. First Line Approach and Line Speed: No.29 siding. Bi-directional.","T"
"50138679","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","83.0374","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_272493_ Interim Reference No_HZ_11011 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50143891","ACW","ACTON CANAL WHARF TO WILLESDEN","0.0000","0.0000","Authorised Access Point - Pedestrian","Acton Lane Bridge <ACW>","Rev Single","Nature of Access: Single gate - No.7 padlock - descending steps. First Line Approach and Line Speed: D.C. lines. 45mph.","O"
"50138598","WSA","WATFORD YARD GF - ST ALBANS ABBEY","0.0000","6.0990","Bi-directional Working","Bi-directional Single Line Throughout","","ZIAR Ref No_272582_ Interim Reference No_HZ_11100 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50134884","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0000","Buried & Overhead Electric Cable","Electric Line","","ZIAR Ref No_275809_ Interim Reference No_HZ_17719 _Notes: Owned by L.P.T., - Network Rail Property Land Plan No; 223 ","O"
"50435783","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0000","Authorised Access Point - Pedestrian","Euston Station","All/Multiple Tracks","Nature of Access: OFF PLATFORM ENDS","O"
"50411363","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0440","Warning SSOW Prohibited","Euston Station Buffers to platform ends","All/Multiple Tracks","WARNING SSOW WORKING PROHIBITED. TO PLATFORMS ENDS. LIMITED CLEARANCE.","O"
"50469069","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0421","Bi-directional Working","Platform 1, Bi-di working controlled by lockout","Unknown","Lockout Area 4001: covers area between Buffer stop and signal WM1","O"
"50469070","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0421","Bi-directional Working","Platform 2, Bi-di working controlled by lockout","Unknown","Lockout Area 4001: covers area between Buffer stop and signal WM2","O"
"50469071","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0335","Bi-directional Working","Platform 3, Bi-di working controlled by lockout","Unknown","Lockout Area 4002: covers area between Buffer stop and signal WM3","O"
"50469072","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0331","Bi-directional Working","Platform 4, Bi-di working controlled by lockout","Unknown","Lockout Area 4002: covers area between Buffer stop and signal WM4","O"
"50469073","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0311","Bi-directional Working","Platform 5, Bi-di working controlled by lockout","Unknown","Lockout Area 4003: covers area between Buffer stop and signal WM5","O"
"50469074","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0312","Bi-directional Working","Platform 6, Bi-di working controlled by lockout","Unknown","Lockout Area 4003: covers area between Buffer stop and signal WM6","O"
"50469075","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0312","Bi-directional Working","Platform 7, Bi-di working controlled by lockout","Unknown","Lockout Area 4004: covers area between Buffer stop and signal WM7","O"
"50469076","LEC1","LONDON EUSTON - RUGBY TRENT VALLEY JCN","0.0000","0.0271","Bi-directional Working","Platform 8, Bi-di working controlled by lockout","Unknown","Lockout Area 4004: covers area between Buffer stop and signal WM8","O"
