"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"120015429","WBH","WESTGATE BRANCH","-0.0005","0.0594","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016297","SWP","SHIREBROOK JN - WARSOP JN","-0.0005","0.0994","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016259","BKS","BRANCLIFFE JNC KIRK SANDAL JNC","-0.0004","14.0220","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120012622","WBH","WESTGATE BRANCH","-0.0002","0.0420","Landfill Gases","Steel Street, Rotherham","All/Multiple Tracks","Tip of non hazardous industrial, construction and demolition wastes.  Site to be restored to industrial or commercial use. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"20155563","ANS","ALDWARKE NORTH (MID) TO ALDWARKE SOUTH (GC)","0.0000","0.0757","Other Contamination","United Engineering Steels Ltd., Aldwarke Works","","LPG",""
"20155587","HLF1","HALL LANE JN TO FOXLOW JN (MILEAGE CHANGE - HALL LANE JN)","0.0000","0.0968","CIMAH Site","Rhone Poulenc Chemicals, Staveley Works, Chestfld","","CIMAH Site.",""
"20155593","HLF1","HALL LANE JN TO FOXLOW JN (MILEAGE CHANGE - HALL LANE JN)","0.0000","0.0968","CIMAH Site","Shell Gas (North East), Staveley","","CIMAH Site.",""
"20158906","HCD","HOLMES CHORD (ROTHERHAM)","0.0000","0.0000","Hazard Associated With Drain","South Yorkshire Pte Holmes Junction: Rotherham ","","Drain pipe. RT Document: 84YWC274: Location 7249. Contact the Records Centre for further information. 03 74347. ",""
"20158907","HCD","HOLMES CHORD (ROTHERHAM)","0.0000","0.0000","Hazard Associated With Drain","Holme Junction Rotherham Central: Pump House Re-Si","","Drain pipe. RT Document: 86YWC292: Location 7278. Contact the Records Centre for further information. 03 74347. ",""
"20163016","PYE2","PYEWIPE (MILEAGE CHANGE TO GRIMSBY DOCKS BRB/ABP BOUNDARY)","0.0000","0.0510","Buried Gas Pipe","","","High Pressure Gas Pipeline. RT Document: RTP LP NO.405. 13604/0030 RTP MENTOR REF
 ACROSS RAILWAY TO NORTH SIDE THEN EAST",""
"20163018","PYE2","PYEWIPE (MILEAGE CHANGE TO GRIMSBY DOCKS BRB/ABP BOUNDARY)","0.0000","2.0080","Buried Service","","","High Pressure Pipleline",""
"20163067","PYE2","PYEWIPE (MILEAGE CHANGE TO GRIMSBY DOCKS BRB/ABP BOUNDARY)","0.0000","0.0510","Buried Gas Pipe","","","High Pressure Gas Pipeline. RT Document: RTP LP NO.405. 13604/0030 RTP MENTOR REF
 ACROSS RAILWAY TO NORTH THEN EAST",""
"20163068","PYE2","PYEWIPE (MILEAGE CHANGE TO GRIMSBY DOCKS BRB/ABP BOUNDARY)","0.0000","2.0080","Buried Gas Pipe","","","High Pressure Gas Pipeline. RT Document: RTP LP NO.405. 13604/000? RTP MENTOR REF
 SOUTH SIDE OF RAILWAY ACROSS AT END",""
"20172413","DLO","DARNALL DEPOT","0.0000","0.0045","Buried Electrical Cables","","","Electricity Cable. RT Document: RTP LP NO.325. 22452/0150 RTP MENTOR REF
 SOUTH SIDE OF RAILWAY
 CROSS REF MAC3",""
"20604885","AGY","ATTERCLIFFE GOODS YARD (OPEN SIDING)","0.0000","0.0600","Buried Lighting Cable","Attercliffe Goods Depot Proposed Elec Lighting","","MIMS-D/MC// - Running alongside and across tracks. Records Centre Document Location: A782 Box No. 1730. For further information contact the Records Centre 03 74347.",""
"20698152","KIL2","KILLINGHOLME BRANCH (MILEAGE CHANGE TO END OF BRANCH)","0.0000","1.1324","Site of Special Scientific Interest (SSSI)","HUMBER FLATS - PWIPE & CLEETH","","Types of Ops Likely to Damage Site - 1 to 15,16b to 23, 26 to 28b <incl>. Details of codes & further essential info are in ""Operations Requiring English Nature's Consent"" <G:\Library\Lnez_dcs\OLDlist>. Natura 2000 site <SPA & SAC>",""
"20701639","SAN","SANTON IRON ORE BRANCH","0.0000","0.0220","Warning SSOW Prohibited","Santon [Ore Branch]","","Restrictions on visibility.",""
"20771785","WME","WOODBURN JN - MEXBOROUGH EAST JN","0.0000","0.0000","Authorised Access Point - Vehicle","JESSLE STREET","All/Multiple Tracks","GN6067 NEW ASSETS CREATED FROM ELLIPSE 24/4/07 STC. S9 3HY.","O"
"20772380","HCD","HOLMES CHORD (ROTHERHAM)","0.0000","0.0457","Gradient Greater Than 1 In 50","","All/Multiple Tracks","The Gradient at this location is 1 in 50 or greater. This MUST be considered in the planning and use of ON TRACK PLANT and HAND TROLLEYS.","O"
"20774264","BKS","BRANCLIFFE JNC KIRK SANDAL JNC","0.0000","1.1540","Restricted Sighting","BRANCLIFFE JUNCTION - SOUTH ANSTON","All/Multiple Tracks","RESTICTED SIGHTING DUE TO LINE CURVATURE",""
"20776966","BKS","BRANCLIFFE JNC KIRK SANDAL JNC","0.0000","14.0220","Gradient Greater Than 1 In 50","NV","All/Multiple Tracks","The gradient at this location is 1 in 50 or greater.  This must be considered in the planning and use of on track plant and hand trolleys","O"
"20776981","DWS","DORE WEST - DORE STATION JN","0.0000","0.1302","Gradient Greater Than 1 In 50","NV","All/Multiple Tracks","The gradient at this location is 1 in 50 or greater.  This must be considered in the planning and use of on track plant and hand trolleys","O"
"20776989","HLF1","HALL LANE JN TO FOXLOW JN (MILEAGE CHANGE - HALL LANE JN)","0.0000","0.0945","Gradient Greater Than 1 In 50","NV","All/Multiple Tracks","The gradient at this location is 1 in 50 or greater.  This must be considered in the planning and use of on track plant and hand trolleys","O"
"20776996","KIL2","KILLINGHOLME BRANCH (MILEAGE CHANGE TO END OF BRANCH)","0.0000","2.1540","Gradient Greater Than 1 In 50","NV","All/Multiple Tracks","The gradient at this location is 1 in 50 or greater.  This must be considered in the planning and use of on track plant and hand trolleys","O"
"20777008","PED2","PENISTONE - DONCASTER (FORMER BARNSLEY JUNCTION - QUARRY JN)","0.0000","7.1100","Gradient Greater Than 1 In 50","NV","All/Multiple Tracks","The gradient at this location is 1 in 50 or greater.  This must be considered in the planning and use of on track plant and hand trolleys","O"
"20777015","PYE2","PYEWIPE (MILEAGE CHANGE TO GRIMSBY DOCKS BRB/ABP BOUNDARY)","0.0000","4.0726","Gradient Greater Than 1 In 50","NV","All/Multiple Tracks","The gradient at this location is 1 in 50 or greater.  This must be considered in the planning and use of on track plant and hand trolleys","O"
"20777034","SWP","SHIREBROOK JN - WARSOP JN","0.0000","0.0985","Gradient Greater Than 1 In 50","NV","All/Multiple Tracks","The gradient at this location is 1 in 50 or greater.  This must be considered in the planning and use of on track plant and hand trolleys","O"
"20777044","WME","WOODBURN JN - MEXBOROUGH EAST JN","0.0000","0.0198","Gradient Greater Than 1 In 50","NV","All/Multiple Tracks","The gradient at this location is 1 in 50 or greater.  This must be considered in the planning and use of on track plant and hand trolleys","O"
"20778960","HCD","HOLMES CHORD (ROTHERHAM)","0.0000","0.0039","Hazard-Clearance","Rotherham Central Junction","Rev Main/Fast","Due to the introductionof Tram-Train vehicles it is neccessary to in stall a raised check rail to S&C units on the planned route. The raised checks are subject to a deviation to Group Standard GCRT5212 as they encroach into the lower sector structure gauge ref 15-108-DEV, which was authorised on 18-12-2015. The raised checks will be 50 ARL new but can be a maximum of 60mm ARL in their maximum worn condition. Compatibility with Trollies / RRV""s & OTP should be checked before traversing or working through the S&C. It shold be noted that the raised check rails do not  encroach into the standard lower sector vehicle gauges. Also see Product Acceptance Certificate PA/05/06394 for more details. The planned date of installation of raised check rail at this location is 28-05-2016.","D"
"120012238","KIL2","KILLINGHOLME BRANCH (MILEAGE CHANGE TO END OF BRANCH)","0.0000","0.0541","Landfill Gases","Associated British Ports, Immingham Docks","All/Multiple Tracks","Tip on Killingholme marshes of waste from the construction industry, domestic and commercial refuse. Landfill gas and leachate recorded on site. 
Landfill gas present? Yes 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120012560","RUB1","RUFFORD JN - BILSTHORPE COLLIERY JN","0.0000","0.0201","Landfill Gases","Baulker Lane Cutting, Clipstone","All/Multiple Tracks","Inert demolition and construction wastes tipped. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120012927","TNC","TREETON NORTH JN - CATCLIFFE JN","0.0000","0.0151","Landfill Gases","Riverside Tip, Catcliffe","All/Multiple Tracks","Commercial, industrial, demolition and bonded asbestos waste. 
Landfill gas present? No 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015399","BEC","BEVERCOTES COLLIERY","0.0000","4.0462","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015405","FRC1","FRICKLEY COLLIERY BRANCH","0.0000","0.0743","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015423","HCD","HOLMES CHORD (ROTHERHAM)","0.0000","0.1360","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015427","BGH","BRAMPTON & GASHOUSE BRANCH","0.0000","0.0210","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015452","DWS","DORE WEST - DORE STATION JN","0.0000","0.1621","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015472","PSP","PARKGATE","0.0000","0.0285","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015535","MAN1","MANTON COLLIERY","0.0000","0.0330","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015564","PED2","PENISTONE - DONCASTER (FORMER BARNSLEY JUNCTION - QUARRY JN)","0.0000","7.1100","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015599","OXO","OXCROFT OPENCAST","0.0000","1.0000","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015716","SAN","SANTON IRON ORE BRANCH","0.0000","0.1650","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015780","AGY","ATTERCLIFFE GOODS YARD (OPEN SIDING)","0.0000","0.0589","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015876","HLF1","HALL LANE JN TO FOXLOW JN (MILEAGE CHANGE - HALL LANE JN)","0.0000","0.0945","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015990","TST","TINSLEY CHORD","0.0000","0.0484","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016031","WME","WOODBURN JN - MEXBOROUGH EAST JN","0.0000","10.0418","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016104","RUC1","RUFFORD COLLIERY JCN - RUFFORD COLLIERY HEADSHUNT","0.0000","2.0184","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016211","RUB1","RUFFORD JN - BILSTHORPE COLLIERY JN","0.0000","1.0198","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016398","TNC","TREETON NORTH JN - CATCLIFFE JN","0.0000","0.0550","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016399","TYC","THORESBY COLLIERY","0.0000","0.0924","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016564","DLO","DARNALL DEPOT","0.0000","0.1624","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"20158908","HCD","HOLMES CHORD (ROTHERHAM)","0.0001","0.0001","Hazard Associated With Culvert","Ickles Lock Culvert Holmes Junction-Rotherham: Loc","","Stone & Brick Culvert. RT Document: 85YWC310: Location 7278. Contact the Records Centre for further information. 03 74347. ",""
