"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"20155778","BRC","CASTLE HILLS N JN - BRODSWORTH COLLIERY","-0.0110","-0.0073","25Kv Overhead Electrification",".","All/Multiple Tracks","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM","O"
"20155728","FOM","FLETTON JNC ORTON MERE","0.0000","0.0022","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20155756","FAS","FLETTON ASH SIDINGS","0.0000","0.0028","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20155774","BCO","BENTLEY COLLIERY","0.0000","0.0037","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20155777","BNJ","BENTLEY COLLIERY NORTH JNC BENTLEY COLLIERY JNC","0.0000","0.0037","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20155780","CHN","CASTLE HILLS SOUTH LN - WEST JN CURVE","0.0000","0.0037","25Kv Overhead Electrification","","","Overhead Line Electrification. ELECT DETAILS FROM GEOGIS MAINFRAME SYSTEM",""
"20178425","MMC","MARKHAM MAIN COLLIERY","0.0000","0.1342","Site of Special Scientific Interest (SSSI)","SANDALL BEAT","","Types of Ops Likely to Damage Site - 2 to 15, 20 to 23,26 to 28b <incl>. Details of codes & further essential info are in ""Operations Requiring English Nature's Consent"" <G:\Library\Lnez_dcs\OLDlist>.",""
"20694590","WDU","WERRINGTON DIVE UNDER","0.0000","1.1399","Warning SSOW Prohibited","WERRINGTON DIVE UNDER","All/Multiple Tracks","Red-Zone Working is prohibited throughout the Werrington Dive Under",""
"120015493","BNJ","BENTLEY COLLIERY NORTH JNC BENTLEY COLLIERY JNC","0.0000","0.0396","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016181","BCO","BENTLEY COLLIERY","0.0000","0.0550","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016269","REX1","OLLERTON WEST JN - REXCO SIDINGS","0.0000","0.0836","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016432","MMC","MARKHAM MAIN COLLIERY","0.0000","0.1342","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"20172490","REX1","OLLERTON WEST JN - REXCO SIDINGS","0.0020","0.0020","Buried Electrical Cables","","","Electricity Cable. RT Document: RTP LP NO.418. M15658 OLD PROP MISC REF
 NO ROUTE INDICATED
 CROSS REF HIM",""
"20162989","REX1","OLLERTON WEST JN - REXCO SIDINGS","0.0041","0.0041","Buried Foul Water Service","","","Sewage. RT Document: RTP LP NO.418. AGT DATED 21.4.1939
 SOUTHWELL WDC 
 CROSS REF HIM",""
"20161072","BNJ","BENTLEY COLLIERY NORTH JNC BENTLEY COLLIERY JNC","0.0320","0.0320","Buried Service","BULLCROFT SOUTH JUNCTION","","High Pressure Pipleline",""
"20773058","FOM","FLETTON JNC ORTON MERE","0.0490","0.0580","Preserved Tree (TPO)","","Rev Main/Fast","Tree Preservation Order <TPO 4/2004> land at West of London Road, Peterborough <including embankment opposite to Prospero Close>",""
"20795777","WDU","WERRINGTON DIVE UNDER","0.0641","0.0671","Hazard-Structural","Culvert  WDU / 2","All/Multiple Tracks","Structures team assets are present at this location. No works are to take place on or adjacent to Structures assets without written approval from the Structures Route Engineer.","O"
"20172493","REX1","OLLERTON WEST JN - REXCO SIDINGS","0.0776","0.0836","Buried Electrical Cables","","","Electricity Cable. RT Document: RTP LP NO.459. AGT DATED 10.3.1993
 E.M.E.B. 
 SOUTH SIDE OF RAILWAY",""
"20157959","MMC","MARKHAM MAIN COLLIERY","0.1342","0.1342","Hazard Associated With Drain","Markham: Colliery Rapid Loading Bunker - New Sidin","","Drain pipe. RT Document: 69YW119: Location 8322. Contact the Records Centre for further information. 03 74347. ",""
"20157960","MMC","MARKHAM MAIN COLLIERY","0.1342","0.1342","Hazard Associated With Drain","Markham: Proposed Accommodation Works At Colliery ","","Drain pipe. RT Document: 71YW012: Location 8430. Contact the Records Centre for further information. 03 74347. ",""
"20157961","MMC","MARKHAM MAIN COLLIERY","0.1342","0.1342","Hazard Associated With Drain","Markham: Diversion Of Ditches","","Drain pipe. RT Document: 72YW273: Location 9877. Contact the Records Centre for further information. 03 74347. ",""
"20157962","MMC","MARKHAM MAIN COLLIERY","0.1342","0.1342","Hazard Associated With Drain","Markham: Accommodation Works At Colliery - M18 Mot","","Drain pipe. RT Document: 72YW300: Location 8477. Contact the Records Centre for further information. 03 74347. ",""
"20157963","MMC","MARKHAM MAIN COLLIERY","0.1342","0.1342","Hazard Associated With Drain","Markham: Cross Sections (3 Sheets)","","Drain pipe. RT Document: 72YW308: Location 8478. Contact the Records Centre for further information. 03 74347. ",""
"20157964","MMC","MARKHAM MAIN COLLIERY","0.1342","0.1342","Hazard Associated With Drain","Markham: Ncb Colliery Rapid Loading Facility - Pri","","Drain pipe. RT Document: 82YWA067: Location 9911. Contact the Records Centre for further information. 03 74347. ",""
"20786497","WDU","WERRINGTON DIVE UNDER","1.0056","1.0056","Authorised Access Point - Pedestrian","WERRINGTON ATTENUATION POND","Down Main/Fast","Werrington Attenuation Pond","O"
"20786492","WDU","WERRINGTON DIVE UNDER","1.0467","1.0467","Authorised Access Point - Pedestrian","HURN ROAD SOUTH","Down Main/Fast","Hurn Road South. Danger of cycles at speed colliding with workers outside access point.","O"
"20787547","WDU","WERRINGTON DIVE UNDER","1.0836","1.0836","Authorised Access Point - Pedestrian","#73 WERRINGTON DIVE UNDER WDU","All/Multiple Tracks","CTLP Site. Confirm before use.","O"
"20786490","WDU","WERRINGTON DIVE UNDER","1.1026","1.1026","Authorised Access Point - Pedestrian","GLINTON JUNCTION ACCESS ROAD","Down Main/Fast","Glinton Junction Access Road","O"
"20786495","WDU","WERRINGTON DIVE UNDER","1.1309","1.1309","Authorised Access Point - Pedestrian","STAMFORD UNDERBRIDGE","Down Main/Fast","Stamford Underbridge","O"
"20172454","REX2","MILEAGE CHANGE TO REXCO SIDINGS","5.0106","5.0106","Buried Electrical Cables","BRIDGE NO 45","","Electricity Cable. RT Document: RTP LP NO.459. CONSTENT DATED 31.10.1932",""
"20162947","REX2","MILEAGE CHANGE TO REXCO SIDINGS","5.0236","5.0276","Buried Foul Water Service","","","Sewage. RT Document: RTP LP NO.459. M18069 OLD PROP MISC REF
 NORTH EAST SIDE OF BRIDGE",""
"20162995","REX2","MILEAGE CHANGE TO REXCO SIDINGS","5.0236","5.0236","Buried Foul Water Service","BRIDGE NO 46","","Sewage. RT Document: RTP LP NO.459. M18069 OLD PROP MISC REF
 NORTH WEST SIDE OF BRIDGE",""
"20162996","REX2","MILEAGE CHANGE TO REXCO SIDINGS","5.0236","5.0236","Buried Foul Water Service","","","Sewage. RT Document: RTP LP NO.459. CORRES 2966/1939 OLD PROP REF NO
 NORTH WEST SIDE OF BRIDGE",""
"20172455","REX2","MILEAGE CHANGE TO REXCO SIDINGS","5.0236","5.0236","Buried Electrical Cables","BRIDGE NO 46","","Electricity Cable. RT Document: RTP LP NO.459. CONSTENT DATED 28.12.1939",""
"20172457","REX2","MILEAGE CHANGE TO REXCO SIDINGS","5.0236","5.0296","Buried Electrical Cables","","","Electricity Cable. RT Document: RTP LP NO.459. AGT DATED 16.11.1943
 SOUTH SIDE",""
"20172458","REX2","MILEAGE CHANGE TO REXCO SIDINGS","5.0377","5.0440","Buried Electrical Cables","","","Electricity Cable. RT Document: RTP LP NO.459. AGT DTAED 10.3.1993
 E.M.E.B",""
"20155582","MCB","MARKHAM COLLIERY BRANCH","7.0000","7.0110","CIMAH Site","Coalite Chemicals Division, Bolsover","","CIMAH Site.",""
"120016468","MCB","MARKHAM COLLIERY BRANCH","7.0000","7.0110","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
