"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"110072368","DEL","DELETED RECORDS","0.0000","0.0000","Authorised Walking Route","WILLINGDON","","Approx 0.5 miles from Hampden Park towards Pevensey. From end of Lottbridge Drive, walk along footpath over green, down to gate in railway fence. Through gate, turn right and walk up down cess to junction. ","NV"
"110158715","DEL","DELETED RECORDS","0.0771","0.0771","Invasive / Injurious Plants","Addison Road, Hove","Down Main/Fast","BLI1, Rear of Addison Road, Hove BN3 1TQ **WILL NOT NEED TREATING UNTILL 2017 AS PROJECTS MANAGING THIS YEAR** ACCESS VIA BACK GARDEN","O"
"70219937","DEL","DELETED RECORDS","0.1265","0.1320","Invasive / Injurious Plants","Hove","Up Main/Fast","BLI1, EKU","O"
"110164112","DEL","DELETED RECORDS","0.1416","0.1416","Invasive / Injurious Plants","Japanese Knotweed - 98  Lyndhurst Road HOVE BN3 6F","Up Main/Fast","BLI1, JKW overgrowing onto property","O"
"110164113","DEL","DELETED RECORDS","0.1432","0.1432","Invasive / Injurious Plants","Japanese Knotweed - 100  Lyndhurst Road HOVE BN3 6","Up Main/Fast","BLI1, JKW overgrowing onto property","O"
"110164114","DEL","DELETED RECORDS","0.1433","0.1433","Invasive / Injurious Plants","Japanese Knotweed - 102  Lyndhurst Road HOVE BN3 6","Up Main/Fast","BLI1, JKW overgrowing onto property","O"
"110158709","DEL","DELETED RECORDS","0.1479","0.1479","Invasive / Injurious Plants","Lorna Road, Hove","Down Main/Fast","BLI1, Email: Japanese Knotweed in need of cutting back. Rear of 35 Lorna Rd HOVE BN3 3EP","O"
"110158714","DEL","DELETED RECORDS","0.1562","0.1562","Invasive / Injurious Plants","Wicks Access Point","Down Main/Fast","BLI1, Country end turn from Wicks access point close to signal on jcn of cliftonville spur","O"
"70219947","DEL","DELETED RECORDS","0.1625","1.1653","Invasive / Injurious Plants","Hove","Up Main/Fast","BLI1, Japanese Knotweed","O"
"70219948","DEL","DELETED RECORDS","0.1676","0.1712","Invasive / Injurious Plants","Hove","Down Main/Fast","BLI1, Japanese Knotweed","O"
"70219950","DEL","DELETED RECORDS","1.0083","1.0104","Invasive / Injurious Plants","Hove","Down Main/Fast","BLI1, Japanese Knotweed","O"
"110158720","DEL","DELETED RECORDS","1.0732","1.0732","Invasive / Injurious Plants","Crespin Way, Brighton","Down Main/Fast","BTL, Sussex1 Email Japanese Knotweed - Rear Madden House, 2 Crespin Way - Brighton","O"
"110158710","DEL","DELETED RECORDS","1.1154","1.1154","Invasive / Injurious Plants","Industrial Estate, Newtown Road, Hove","","BLI1, Sussex1: Email: Japanese Knotweed overgrowing rear of Industrial Estate, Newtown Road, Hove BN3 7BA","O"
"110158711","DEL","DELETED RECORDS","1.1154","1.1154","Invasive / Injurious Plants","Industrial Estate, Newtown Road, Hove","","BLI1, Japanese knotweed - rear of units 1-4, Clarks Industrial Estate, Newtown Road, Hove BN3 7BA ","O"
"110158717","DEL","DELETED RECORDS","1.1474","1.1474","Invasive / Injurious Plants","Herbrand Walk, Normans Bay","Unknown","BLI1, growing adjacent to railway line - Herbrand Walk - Normans Bay","O"
