"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"120016302","SCQ1","STOKE JN - MILTON JN -CONGLETON (PART CLOSED)","-0.0567","3.1122","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120012553","SCQ3","LEEK BROOK JN - CALDON QUARRY","-0.0003","0.0509","Landfill Gases","Sewage Works","All/Multiple Tracks","Leebrook Junction.  Excavated material and peat. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015685","NBS","NORTON BRIDGE (NORTON BRIDGE/SEARCHLIGHT JCNS) TO STONE JCN","-0.0003","0.0770","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120012249","NSS","NORTH STAFFORD JN - STOKE JN","-0.0002","0.0311","Landfill Gases","Fenton Manor Landfill","All/Multiple Tracks","Site preparation works commenced but no landfilling at present. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015470","NSS","NORTH STAFFORD JN - STOKE JN","-0.0002","1.0880","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"110162170","NSS","NORTH STAFFORD JN - STOKE JN","0.0000","1.1724","Gradient Greater Than 1 in 100","Stoke","All/Multiple Tracks","Gradient 1 in 96 between 0m- 0yds &   1m  1724yds <RUNAWAY RISK>","O"
"110162171","WNS","WIGSTON NTH JN - NUNEATON SOUTH JN","0.0000","5.0000","Gradient Greater Than 1 in 100","Nuneaton","All/Multiple Tracks","Gradient 1 in 100 between PVS/NMA 10m - 0457yds &   10m -0862yds <RUNAWAY RISK>","O"
"50138419","NBS","NORTON BRIDGE (NORTON BRIDGE/SEARCHLIGHT JCNS) TO STONE JCN","0.0000","1.0000","Warning SSOW Prohibited","Restricted Sighting","All/Multiple Tracks","ZIAR Ref No_272844_ Interim Reference No_HZ_11362 _Notes: Down Line Only. including Stone Platform. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138981","NSS","NORTH STAFFORD JN - STOKE JN","0.0000","1.0880","Road/Rail Noise","Beware of Noise","","Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Continues to 30.0230 in Mid Zone",""
"40388007","HCM3","MADELEY CHORD REVERSING SDGS TO MADELEY","0.0000","0.0046","25Kv Overhead Electrification","Not Applicable","","","NP"
"50130763","SCQ2","MILTON JN - LEEK BROOK JN","0.0000","3.0217","Buried Gas Pipe","12  Diameter Gas Main","","ZIAR Ref No_278960_ Interim Reference No_HZ_20870 _Notes: Laid by WMGB. from Milton Jn > Endon Stn., - Railtrack Property Land Plan No; 442","O"
"50138434","NBS","NORTON BRIDGE (NORTON BRIDGE/SEARCHLIGHT JCNS) TO STONE JCN","0.0000","3.1254","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_272842_ Interim Reference No_HZ_11360 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50393310","NBS","NORTON BRIDGE (NORTON BRIDGE/SEARCHLIGHT JCNS) TO STONE JCN","0.0000","3.0880","COSS or IWA may not work alone","Norton Bridge Branch","All/Multiple Tracks","IWA and COSS may not work alone in this area","O"
"50411362","KCS1","KIDSGROVE JN - CREWE SOUTH JN","0.0000","0.0174","Warning SSOW Prohibited","KIDSGROVE","All/Multiple Tracks","WARNING SSOW WORKING PROHIBITED. VISIBILITY. INFORMATION SUPPLIED BY GTRM DATED 15-01-01",""
"50411446","NBS","NORTON BRIDGE (NORTON BRIDGE/SEARCHLIGHT JCNS) TO STONE JCN","0.0000","0.1320","Warning SSOW Prohibited","Stone Station, All Lines","All/Multiple Tracks","WARNING SSOW WORKING PROHIBITED. PLATFORM/CLEARANCE. INFORMATION SUPPLIED BY GTRM DATED 15-01-01",""
"110142314","WNS","WIGSTON NTH JN - NUNEATON SOUTH JN","0.0000","0.0400","Bi-directional Working","Up Hinckley Line","Up Main/Fast","section of bi-directional","O"
"110142319","WNS","WIGSTON NTH JN - NUNEATON SOUTH JN","0.0000","0.0682","25Kv Overhead Electrification","Nuneaton station, platforms 6 & 7","Up Main/Fast","Newly electrified","O"
"110142320","WNS","WIGSTON NTH JN - NUNEATON SOUTH JN","0.0000","0.0770","25Kv Overhead Electrification","Nuneaton Station, platforms 6 & 7","Down Main/Fast","","O"
"110155871","MYC","NUNEATON MIDLAND YARD JCN TO CANAL FARM JCN (NUNEATON NORTH CHORD)","0.0000","0.1504","Authorised Walking Route","Nuneaton North Chord","Down Main/Fast","","O"
"120015544","HCM3","MADELEY CHORD REVERSING SDGS TO MADELEY","0.0000","0.0628","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015878","SCQ2","MILTON JN - LEEK BROOK JN","0.0000","3.0015","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016156","MYC","NUNEATON MIDLAND YARD JCN TO CANAL FARM JCN (NUNEATON NORTH CHORD)","0.0000","0.0599","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016578","KCS1","KIDSGROVE JN - CREWE SOUTH JN","0.0000","1.0440","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120013504","NBS","NORTON BRIDGE (NORTON BRIDGE/SEARCHLIGHT JCNS) TO STONE JCN","0.0005","0.0553","Landfill Gases","Whitebridge Lane","All/Multiple Tracks","Non operational tip.  Industrial waste.  Up to 9% landfill gas and 10% CO2. 
Landfill gas present? Yes 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"110142192","WNS","WIGSTON NTH JN - NUNEATON SOUTH JN","0.0030","0.0030","Confined Spaces Requirement","WNS No1 UTX","Up Main/Fast","Two UTX's across the up line only","O"
