"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"60153213","CAM","CARDIFF & MERTHYR LINE","0.0000","1.0154","Buried Service","Cardiff Bay Bute Road","All/Multiple Tracks","ST192748-1-171 CableTel Nil return for Cabletel at location None - HAZARD V.10",""
"60153306","CAM","CARDIFF & MERTHYR LINE","0.0000","1.0154","Buried Service","Cardiff Bay Bute Road","All/Multiple Tracks","ST192748-1-171 National Grid Nil return for Nat Grid at this location None - HAZARD V.10",""
"60153349","CAM","CARDIFF & MERTHYR LINE","0.0000","1.0154","Buried Service","Cardiff Road Bute Road","All/Multiple Tracks","ST192748-1-171 Energis Nil return for Energis at this location None - HAZARD V.10",""
"60153895","CAM","CARDIFF & MERTHYR LINE","0.0000","4.0594","Buried Service","LLandaff","All/Multiple Tracks","ST147796-1-171 Energis Nil return for Energis at this location None - HAZARD V.10",""
"60326004","MOA","MOUNTAIN ASH LOOP","0.0000","0.0840","Buried Telecommunication Cables","","All/Multiple Tracks","@Note: There could be buried telecoms cables throughout this ELR. If details of cable location are known this cable MUST be identified first before any ground penetration work is carried out.@","O"
"120015749","MOA","MOUNTAIN ASH LOOP","0.0000","0.0840","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"60106953","CRY","CARDIFF RAILWAY","0.0022","0.0022","Hazard Associated With Drain","","All/Multiple Tracks","ST183797-171 Railtrack 9"" EW pipe under former sidings on Up side Drain <confined space> - RAR Code: HSD - HAZARD V.10",""
"60320581","CAM","CARDIFF & MERTHYR LINE","0.0044","0.0286","Warning SSOW Prohibited","CARDIFF BAY STATION","All/Multiple Tracks","No position of safety-platform/wall.","O"
"70325357","CAM","CARDIFF & MERTHYR LINE","0.0044","24.0968","Protected Animal Species","cardiff bay station to merthyr station","Unknown","A protected species licence is held by Transport for Wales and covers this ELR until 31/12/2023. For further information please contact your safety or environment advisor.",""
"60135101","CAM","CARDIFF & MERTHYR LINE","0.0066","0.0066","Arches or other Buildings","Cardiff Bute Road <Property Ref: 46179000>","All/Multiple Tracks","Cardiff Railway Company Passenger station. Grade II* listed on 12/12/1975. Trains operating in the vicinity. Small Station - RAR Code: ZSS - HAZARD V.10","NP"
"60135619","CAM","CARDIFF & MERTHYR LINE","0.0066","0.0066","Listed Building","Bute Road","","ST190749-1-171 Railtrack Bute Road Station Nearest stn: Cardiff; Council: Cardiff; Planning auth: Cardiff City ID: HR04616/8004; Doc No: 105266MISC Listed Building - RAR Code: EPL - HAZARD V.10",""
"60114539","CAM","CARDIFF & MERTHYR LINE","0.0066","0.0066","Authorised Access Point","Cardiff Bute Road","Up Single","ST190749-171 Railtrack Bute Road Station: Access Point - HAZARD V.10. PED. Jct.33. A4232 <Grangetow Link rd> thro Cardiff Bay tunnel to R/A. 1st exit right to next R/A and 1st exit right on next R/A for A4234.2nd exit on R/A into Hemmingway rd. Right into A470 lloyd George Avenue. station on right.","O"
"60325875","CAM","CARDIFF & MERTHYR LINE","0.0066","24.1034","Buried Telecommunication Cables","","All/Multiple Tracks","@Note: There could be buried telecoms cables throughout this ELR. If details of cable location are known this cable MUST be identified first before any ground penetration work is carried out.@","O"
"70324654","MOA","MOUNTAIN ASH LOOP","0.0066","0.0066","Invasive / Injurious Plants","Mountain Ash Access Point","Up Main/Fast","Japanese Knotweed present at site.",""
"120002503","CAM","CARDIFF & MERTHYR LINE","0.0066","1.0264","Electrification","BAY","All/Multiple Tracks","Description/ nature of hazard: (MANDATORY details for buried services: depth, diameter, direction, voltage. Please provide owner
and contact details if known)
The following 25kV traction supply cable routes for
QS/F4C/L from the lineside switch QS/F4/2 at structure CAR/00/323 (1m32ch) to switch 102/F4 at structure CAM/99/014 (0m39ch)
QS/102/L from the circuit breaker QS/102/A (within Queen Street MPTSS) at 1m 30ch to 102/F4 at structure CAM/99/014 (0m39ch)
QS/F4C/N from Queen Street MPTSS RCBB (1m32ch) to SRCB/CAM/99/020/01/DM (0m39ch)
QS/102/N from Queen Street MPTSS RCBB (1m32ch) to SRCB/CAM/99/020/01/DM (0m39ch)
Presents a possible electrocution hazard. All 25kV cables are installed in ducts, surface mounted and elevated troughing and
STAKKABOX chambers.","O"
