"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"40388028","MCH","CHEADLE HULME JN - MACCLESFIELD STN (MACCLESFIELD BCH)(M2)","-0.0446","9.0808","25Kv Overhead Electrification","Not Applicable","","","NP"
"110141521","MCH","CHEADLE HULME JN - MACCLESFIELD STN (MACCLESFIELD BCH)(M2)","-0.0446","0.1637","Restricted Sighting","CHEADLE HULME","All/Multiple Tracks","RESTRICTED SIGHTING: WARNING SSOW WORKING WITH UNASSISTED LOOKOUT PROTECTION PROHIBITED.","O"
"120016014","SCN","ECCLES STN JN - WEASTE JN (SHIP CANAL BCH)(S11)","-0.0282","1.0416","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015471","BPP","PHILIPS PARK NO 1 JN - BREWERY SDG JN (MILES PLATTING CONN LINE)(M51)","-0.0197","0.0530","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"40388010","HNS","HEATON NORRIS JN - GUIDE BR STN JN (HEATON NORRIS-GUIDE BRIDGE LINE)(H11)","-0.0170","0.0330","25Kv Overhead Electrification","Not Applicable","","","NP"
"120016114","MVE1","MANCHESTER VIC STN - BOLTON STN (MANCHESTER-BOLTON LINE)(M5)","-0.0165","10.1443","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016560","SAJ","GUIDE BRIDGE W JN - STALYBRIDGE JN (STALYBRIDGE BCH)(S31)","-0.0164","2.0435","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015489","GBS1","GUIDE BRIDGE (BROOKSIDE) SIDINGS","-0.0155","0.1747","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"40388791","SNJ","SANDBACH NORTH JN - NORTHWICH SOUTH JN - NORTHWICH WEST JN","-0.0152","-0.0054","Asbestos Hazard","Not Available","Rev Slow","Asbestos / cement troughing","O"
"40458215","SNJ","SANDBACH NORTH JN - NORTHWICH SOUTH JN - NORTHWICH WEST JN","-0.0152","0.0544","25Kv Overhead Electrification","SANDBACH","All/Multiple Tracks","","O"
"120015454","SNJ","SANDBACH NORTH JN - NORTHWICH SOUTH JN - NORTHWICH WEST JN","-0.0150","4.0000","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"40388054","STY","WILMSLOW JN - SLADE LANE JN (STYAL LINE)(WILMSLOW-LEVENSHULME BCH)(W28)","-0.0114","9.0968","25Kv Overhead Electrification","Not Applicable","","","NP"
"120015926","MVM","MANCHESTER VIC STN - MILES PLATTING JN(MANCHESTER-NORMANTON LINE)(M8)","-0.0085","1.0665","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"40387965","BEJ","EDGELEY JN NO 1 - BUXTON STATION (LNW) (BUXTON BRANCH-LNW)(B58)","-0.0054","2.0623","25Kv Overhead Electrification","Not Applicable","All/Multiple Tracks","","NP"
"40388792","SNJ","SANDBACH NORTH JN - NORTHWICH SOUTH JN - NORTHWICH WEST JN","-0.0054","-0.0004","Asbestos Hazard","Not Available","Down Main/Fast","Asbestos / cement troughing","O"
"120015989","GBN","GUIDE BRIDGE E JN - GUIDE BRIDGE N JN (GUIDE BRIDGE E CURVE)(SDG ONLY)(G15)","-0.0054","0.0455","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"40434377","MVM","MANCHESTER VIC STN - MILES PLATTING JN(MANCHESTER-NORMANTON LINE)(M8)","-0.0045","0.0220","Overhead Electrical Cables","MANCHESTER VIC.","","METROLINK OVERHEAD SYSTEM","O"
"40615406","DEL","DELETED RECORDS","-0.0045","0.0052","Warning SSOW Prohibited","MAN VIC STN ,PLT 2,3,4,5,6","All/Multiple Tracks","WARNING SSOW PROHIBITION BETWEEN PLATFORMS","R"
"40434374","MVM","MANCHESTER VIC STN - MILES PLATTING JN(MANCHESTER-NORMANTON LINE)(M8)","-0.0041","0.0050","Hazard Undefined","MAN. VIC. STATION","","PLATFORM 1 - HEALTH HAZARD - FAECES IN PLATFORM","O"
