"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"30109102","NTE","MANNINGTREE NORTH JNC - MANNIGTREE EAST JNC","0.0000","0.0528","Bi-directional Working","Manningtree Nth. to East Jcn.","Rev Main/Fast","Status =In Use. Safety Validated =Not Available.","O"
"30111552","GRW","GRIFFIN WHARF","0.0000","0.0000","Buried Foul Water Service","NP","All/Multiple Tracks","All Tracks: Storm Water: Owner Ipswich Corp.Wayleave Ref Unknown:RTP Unknown","O"
"30230322","NCW","NORWICH WENSUM CURVE","0.0000","0.0616","Water Source Protection Area","","Rev Single","Only ""GLYPHOSATE"" has been approved for use in this area. Verified against letter dated 25-06-01","O"
"30109098","BRA","BRAINTREE BRANCH","0.0000","0.0000","Authorised Walking Route","NP","Rev Main/Fast","Status =In Use. Safety Validated =Not Available.","O"
"110175643","TFN","TRIMLEY TO FELIXSTOWE NORTH BOUNDARY","0.0000","0.0035","Buried Telecommunication Cables","TRIMLEY ST MARY LC REB <FTN/GSM-R>","Rev Main/Fast","Green DISAC fibre cable carrying critical services lying on ballast. Cable may be buried or covered in vegetation throughout mileage Owner - Network Rail NRT",""
"110175644","TFN","TRIMLEY TO FELIXSTOWE NORTH BOUNDARY","0.0000","0.0035","Buried Telecommunication Cables","TRIMLEY ST MARY LC REB <FTN/GSM-R>","Rev Main/Fast","Green DISAC fibre cable carrying critical services lying on ballast. Cable may be buried or covered in vegetation throughout mileage Owner - Network Rail NRT",""
"110150488","BFC","Bacon Factory Curve - Europa Jcn to Boss Hall Jn","0.0000","0.0380","25Kv Overhead Electrification","Bacon Factory Curve","All/Multiple Tracks","Active from 24/03/14 - Isolation of OLE as required","D"
"30109133","DEL","DELETED RECORDS","0.0000","0.0000","Authorised Access Point - Pedestrian","Manningtree North Jcn. [CO11 1UP]","Rev Main/Fast","Access from Manningtree Station. Status =In Use. Safety Validated =Yes.","R"
"30109137","DEL","DELETED RECORDS","0.0000","0.0000","Authorised Access Point - Pedestrian","Colne Junction [CO1 2ZF]","Down Main/Fast","Parking adjacent to Access Point; access on foot. Road quality good in all weather. 24 hour access. Status =In Use. Safety Validated =Not Available. Pedestrian Type. Postcode=nearest to E/N","R"
"120016504","NCW","NORWICH WENSUM CURVE","0.0000","0.0825","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120014602","NTE","MANNINGTREE NORTH JNC - MANNIGTREE EAST JNC","0.0001","0.0523","Landfill Gases","Main Road, Manningtree","All/Multiple Tracks","Very old council site, household waste tipped onto estuary marshes. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"30291581","NCW","NORWICH WENSUM CURVE","0.0022","0.0220","Water Source Protection Area","","Unknown","Only""GLYPHOSATE""hasbeenapprovedforuseinthisarea.Verifiedagainstletterdated25-06-01","O"
"30324878","NCW","NORWICH WENSUM CURVE","0.0046","0.1673","25Kv Overhead Electrification","","All/Multiple Tracks","","O"
"110150962","NTE","MANNINGTREE NORTH JNC - MANNIGTREE EAST JNC","0.0088","0.0088","Authorised Access Point - Pedestrian","Manningtree [CO11 1UP]","Rev Main/Fast","Pedestrian access only.","O"
"30111425","NTE","MANNINGTREE NORTH JNC - MANNIGTREE EAST JNC","0.0220","0.0220","Buried Foul Water Service","NP","All/Multiple Tracks","All Tracks: Owner Tendring R.D.C.Wayleave Ref ER365:RTP 276a","O"
"120015335","NTE","MANNINGTREE NORTH JNC - MANNIGTREE EAST JNC","0.0261","0.0263","Landfill Gases","Main Road, Manningtree","All/Multiple Tracks","Very old council site, household waste tipped onto estuary marshes. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"110152667","GRW","GRIFFIN WHARF","0.0264","0.0274","Hazard Associated with Handrails","Wherstead Road","All/Multiple Tracks","Unprotected drop edge to wingwalls",""
"30111662","GRW","GRIFFIN WHARF","0.0330","0.0550","Buried Foul Water Service","NP","All/Multiple Tracks","All Tracks: Surface Water: Owner Unknown.Wayleave Ref Unknown:RTP Unknown","O"
"110152780","NTE","MANNINGTREE NORTH JNC - MANNIGTREE EAST JNC","0.0330","0.0340","Hazard Associated with Handrails","NTE/1042","Rev Main/Fast","Unprotected drop edge to wingwalls",""
"110162490","NTE","MANNINGTREE NORTH JNC - MANNIGTREE EAST JNC","0.0338","0.0338","Authorised Access Point - Pedestrian","Greenmill Road [CO11 1UW]","Rev Main/Fast","Access Point - Greenmill Road. Postcode=nearest to E/N",""
