"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"120016457","NLF","NORWOOD JN TO LOW FELL","-0.0219","1.0930","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"20163012","NLF","NORWOOD JN TO LOW FELL","-0.0100","0.0000","Hazard Associated With Drain","","","Drain pipe. RT Document: RTP LP NO 375. ACROSS TRACKS
 CROSS REF ECM5
 16372/0028 RT PROP MENTOR REF",""
"120015908","WSB","WEST SLEEKBURN JN - NORTH BLYTH","-0.0077","3.0446","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120014628","MBW1","MIDDLESBROUGH WHITBY (GUISBOROUGH JN - BATTERSBY JN)","-0.0001","0.0327","Landfill Gases","Middlesborough Dock","All/Multiple Tracks","Disused dock filled with slag and waste from the construction industry. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016143","MWJ","MARCHEYS HOUSE JN - WINNING COLLIERY CROSSING JN","-0.0001","0.0682","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016342","MBW1","MIDDLESBROUGH WHITBY (GUISBOROUGH JN - BATTERSBY JN)","-0.0001","0.1422","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"20155584","POC1","BILLINGHAM JN - PHILLIPS PETROLEUM DEPOT JN","0.0000","2.0330","CIMAH Site","ICI PLC (Billingham), ","","CIMAH Site. Anhydrous Ammonia, Hydrogen Cyanide, Acetone Cyanohydrin, Cyanide Salts/Solutions, Oxidising Substances, Surphur Trioxide. Oleum., Ammonium Nitrate, Flammable Gases and Liquids.",""
"20155585","HAH1","BELASIS LANE JCN TO MILEAGE CHANGE (HAVERTON HILL SOUTH BRANCH)","0.0000","0.1628","CIMAH Site","ICI PLC (Billingham), ","","CIMAH Site. Anhydrous Ammonia, Hydrogen Cyanide, Acetone Cyanohydrin, Cyanide Salts/Solutions, Oxidising Substances, Surphur Trioxide. Oleum., Ammonium Nitrate, Flammable Gases and Liquids.",""
"20158962","HAH1","BELASIS LANE JCN TO MILEAGE CHANGE (HAVERTON HILL SOUTH BRANCH)","0.0000","0.0000","Buried Water Main","Haverton Hill Motive Power Depot: Heating And Hot ","","High Pressure Water Pipeline. RT Document: 53 /YAH/184: Location 7561. Contact the Records Centre for further information. 03 74347. ",""
"20163527","NWE","NORTON EAST JN - NORTON WEST JN","0.0000","0.0004","Hazard Associated With Drain","","","MIMS-S//JM/ - Drain pipe. RT Document: RTP LP NO 382. RUNNING ALONG SOUTH SIDE OF RAILWAY
 CROSS REF LEN3
 6/156/013 RT PROP FILE REF - Not seen during MIMS site visit -",""
"20165096","BWC","BEDLINGTON JN - WOODHORN COLLIERY (4M220Y TO 4M300Y N.C.B. RESPONSIBILTY)","0.0000","0.0076","Buried Water Main","BEDLINGTON NORTH CROSSING","All/Multiple Tracks","High Pressure Water Pipeline. RT Document: RTP LP NO 483. SLEWED ACROSS TRACKS~ CROSS REF EJM~ 07562 OLD PROP REF",""
"20177955","MBW1","MIDDLESBROUGH WHITBY (GUISBOROUGH JN - BATTERSBY JN)","0.0000","0.0000","Buried Service","","","High Tension Cable. RT Document: OR168. 13408/0074 RT PROP MENTOR REF 
 ROUTE NOT SHOWN ON LAND PLAN",""
"20698147","HNB","HENDON BRANCH (RYHOPE GRANGE JN TO SOUTH DOCK)","0.0000","0.0347","Site of Special Scientific Interest (SSSI)","DURHAM COAST","","Types of Ops Likely to Damage Site - 1 to 15,17 to 24b,26 to 28a <incl>. Details of codes & further essential info are in ""Operations Requiring English Nature's Consent"" <G:\Library\Lnez_dcs\OLDlist>. Special Area of Conservation <Natura 2000 site>",""
"20775680","BOH","BOWESFIELD JN - HARTBURN JN","0.0000","0.0968","Warning SSOW Prohibited","Hartburn Jn to Bowesfield","All/Multiple Tracks","Improvement notice review","O"
"20775682","WCI","WILTON ICI","0.0000","1.0066","Warning SSOW Prohibited","Shell Junction to ICI Wilton Jn","Rev Goods","Improvement notice review","O"
"20775701","SOT","SEATON ON TEES","0.0000","1.0572","Warning SSOW Prohibited","Seaton on Tees Branch","Rev Goods","Improvement notice review","O"
"20775706","NWE","NORTON EAST JN - NORTON WEST JN","0.0000","0.0616","COSS or IWA may not work alone","Norton East to Norton West","All/Multiple Tracks","It is not possible to gain sufficient sighting distance at this location as an IWA or COSS working with 1 site lookout. Multiple lookouts required","O"
"20775714","MBW1","MIDDLESBROUGH WHITBY (GUISBOROUGH JN - BATTERSBY JN)","0.0000","4.0456","COSS or IWA may not work alone","Guisborough Jn to Nunthorpe","Rev Main/Fast","It is not possible to gain sufficient sighting distance at this location as an IWA or COSS working with 1 site lookout. Multiple lookouts required","O"
"20777004","NWE","NORTON EAST JN - NORTON WEST JN","0.0000","0.0616","Gradient Greater Than 1 in 150","NV","All/Multiple Tracks","The gradient at this location is 1 in 213 or greater.","O"
"20778940","BWC","BEDLINGTON JN - WOODHORN COLLIERY (4M220Y TO 4M300Y N.C.B. RESPONSIBILTY)","0.0000","0.0150","Invasive / Injurious Plants","Bedlington Station NR compound to LC","Up Main/Fast","Japanese Knotweed on Up side. On NR land adjacent to footpath and around crossing IW/051A",""
"20780830","BWC","BEDLINGTON JN - WOODHORN COLLIERY (4M220Y TO 4M300Y N.C.B. RESPONSIBILTY)","0.0000","0.0334","Gradient Greater Than 1 in 100","BWC 0.0000-0.0334","All/Multiple Tracks","Gradient 83 The planning and use of on track plant and hand trolleys must be considered within this mileage.","O"
"20780857","HNB","HENDON BRANCH (RYHOPE GRANGE JN TO SOUTH DOCK)","0.0000","0.0158","Gradient Greater Than 1 in 100","HNB 0.0000-0.0158","All/Multiple Tracks","Gradient 102 The planning and use of on track plant and hand trolleys must be considered within this mileage.","O"
"20782702","MWJ","MARCHEYS HOUSE JN - WINNING COLLIERY CROSSING JN","0.0000","0.0123","Gradient Greater Than 1 in 150","","All/Multiple Tracks","Gradient 135 The planning and use of on track plant and link hand trolleys must be considered within this mileage.","O"
"20782712","WSB","WEST SLEEKBURN JN - NORTH BLYTH","0.0000","0.0211","Gradient Greater Than 1 in 150","","All/Multiple Tracks","Gradient 139 The planning and use of on track plant and link hand trolleys must be considered within this mileage.","O"
"20782761","STF","NORTON SOUTH JN - FERRYHILL SOUTH JN","0.0000","0.0510","Gradient Greater Than 1 in 150","","All/Multiple Tracks","Gradient 125 The planning and use of on track plant and link hand trolleys must be considered within this mileage.","O"
"20785149","BOH","BOWESFIELD JN - HARTBURN JN","0.0000","0.0091","Buried Telecommunication Cables","Bowesfield Harburn Curve","Up Main/Fast","BOH[1100]/LEN3[2100] JN:F-DANC-TYNC-B-76 DISAC armoured cables Cable ID:F-DANC-TYNC-B                 ","O"
"20785151","BWC","BEDLINGTON JN - WOODHORN COLLIERY (4M220Y TO 4M300Y N.C.B. RESPONSIBILTY)","0.0000","0.0457","Buried Telecommunication Cables","Bedlington Junction","Down Main/Fast","BWC[2100]/EJM[2100] JN:F-4232-4233-A-02 DISAC armoured cables Cable ID:F-4232-4233-A                 ","O"
"20789992","NLF","NORWOOD JN TO LOW FELL","0.0000","0.0000","Authorised Access Point - Road-Rail Machines","LOW FELL  RRAP NE11 0UE","Rev Goods","Off Station Approach","O"
"20794869","BOH","BOWESFIELD JN - HARTBURN JN","0.0000","0.0506","Authorised Access Point - Pedestrian","Hartburn Curve. TS18 3LG","Up Main/Fast","PEDESTRIAN ONLY - Access to S and T assets and Infrastructure etc~
Park in park car park off Yarm Road and walk to left towards track?Parking must be in Council car park.~
[payout.lawns.unfounded]","O"
"120013062","WCI","WILTON ICI","0.0000","0.0619","Landfill Gases","Land near BOC, Wilton","All/Multiple Tracks","Very old site, limits and waste types not known. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015509","BWC","BEDLINGTON JN - WOODHORN COLLIERY (4M220Y TO 4M300Y N.C.B. RESPONSIBILTY)","0.0000","4.0300","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015722","HAH1","BELASIS LANE JCN TO MILEAGE CHANGE (HAVERTON HILL SOUTH BRANCH)","0.0000","0.1628","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015846","HNB","HENDON BRANCH (RYHOPE GRANGE JN TO SOUTH DOCK)","0.0000","2.0025","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015974","WCI","WILTON ICI","0.0000","0.0265","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"20163013","NLF","NORWOOD JN TO LOW FELL","0.0008","0.0008","Buried Water Main","","","High Pressure Water Pipeline. RT Document: RTP LP NO 375. ACROSS TRACKS
 CROSS REF ECM5
 M 18015 OLD PROP MISC REF",""
"20149570","WSB","WEST SLEEKBURN JN - NORTH BLYTH","0.0037","0.0037","Hazard Undefined","","","Miscellaneous hazard. RT Document: RTP LP NO 485. ACROSS TRACKS
 CROSS REF BWC",""
"20772915","BOH","BOWESFIELD JN - HARTBURN JN","0.0044","0.0726","Invasive / Injurious Plants","Hartburn Curve","All/Multiple Tracks","Japanese Knotweed on both sides. Large area of infestation incl rear of Cotherstone Rd IW/002",""
"20772938","NLF","NORWOOD JN TO LOW FELL","0.0044","0.1342","Invasive / Injurious Plants","Low Fell to Low Fell Sidings","All/Multiple Tracks","Japanese Knotweed on both sides. IW/026",""
"20779177","NLF","NORWOOD JN TO LOW FELL","0.0044","0.0066","Invasive / Injurious Plants","Rear of 1-6 Ascot Crescent, Bensham","","Japanese Knotweed. Redundant line with no trackbed. IW/046",""
