"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"10461104","MDN","MOSSEND N JN - MOSSEND E JN (FOR HOLYTOWN JN)","-0.0162","0.0131","Buried Service","Mossend North Jn","All/Multiple Tracks","Various underground cables associated with electric switch heating.~ See reference SH000502 and drawings 10.1 to 10.4.~ See also reference SH000503 and drawing 30347/701B.","NP"
"10464757","EGS1","UDDINGSTON JN - MIDCALDER JN (UDDINGSTON JN - COM MOSSEND EAST JN)","-0.0154","3.1423","25Kv Overhead Electrification","Uddingston Jn - Mossend East Jn","Up Main/Fast","","O"
"10464758","EGS1","UDDINGSTON JN - MIDCALDER JN (UDDINGSTON JN - COM MOSSEND EAST JN)","-0.0154","3.1423","25Kv Overhead Electrification","Uddingston Jn - Mossend East Jn","Down Main/Fast","","O"
"10581942","EGS1","UDDINGSTON JN - MIDCALDER JN (UDDINGSTON JN - COM MOSSEND EAST JN)","-0.0154","3.1423","Invasive / Injurious Plants","RUSSEL ST, ML4 1DS","Up Main/Fast","EGS1UP <22 RUSSEL ST, ML4 1DS>","O"
"10575342","DEL","DELETED RECORDS","-0.0154","3.1423","Warning SSOW Prohibited","EGS1","All/Multiple Tracks","SCOTLAND ROUTE HAS INTRODUCED A PROHIBITION ON THE USE OF WARNING SSOW WORKING UNLESS PROTECTION IS PROVIDED BY LOWS OR TOWS. THIS INCLUDES WORKING AS AN INDIVIDUAL WORKING ALONE OR GOING DOWN THE HIERARCHY WHEN PROTECTION SSOW IS OR BECOMES UNAVAILABLE. YOU WILL ","O"
"120016612","EGS1","UDDINGSTON JN - MIDCALDER JN (UDDINGSTON JN - COM MOSSEND EAST JN)","-0.0154","3.1423","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"10464798","MDN","MOSSEND N JN - MOSSEND E JN (FOR HOLYTOWN JN)","-0.0130","0.0898","25Kv Overhead Electrification","Mossend North Jn - Mossend East Jn","Up Main/Fast","","O"
"10464799","MDN","MOSSEND N JN - MOSSEND E JN (FOR HOLYTOWN JN)","-0.0130","0.0898","25Kv Overhead Electrification","Mossend North Jn - Mossend East Jn","Down Main/Fast","","O"
"120015937","MDN","MOSSEND N JN - MOSSEND E JN (FOR HOLYTOWN JN)","-0.0098","0.0900","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"10575354","DEL","DELETED RECORDS","-0.0055","2.0892","Warning SSOW Prohibited","LNK","All/Multiple Tracks","SCOTLAND ROUTE HAS INTRODUCED A PROHIBITION ON THE USE OF WARNING SSOW WORKING UNLESS PROTECTION IS PROVIDED BY LOWS OR TOWS. THIS INCLUDES WORKING AS AN INDIVIDUAL WORKING ALONE OR GOING DOWN THE HIERARCHY WHEN PROTECTION SSOW IS OR BECOMES UNAVAILABLE. YOU WILL ","O"
"120015492","BAK","KILMARNOCK STN JN - BARASSIE JN","-0.0051","7.1271","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"10407707","BAK","KILMARNOCK STN JN - BARASSIE JN","-0.0050","7.1230","Bi-directional Working","Kilmarnock/Barassie","All/Multiple Tracks","Single line - Bi directional.~ Lookout protection required at all times.~ Node=SW011A","NP"
"10407708","BAK","KILMARNOCK STN JN - BARASSIE JN","-0.0050","7.1230","Lookout Compulsory","Kilmarnock/Barassie","All/Multiple Tracks","Node=SW011A","NP"
"10575337","DEL","DELETED RECORDS","-0.0050","7.1247","Warning SSOW Prohibited","BAK","All/Multiple Tracks","SCOTLAND ROUTE HAS INTRODUCED A PROHIBITION ON THE USE OF WARNING SSOW WORKING UNLESS PROTECTION IS PROVIDED BY LOWS OR TOWS. THIS INCLUDES WORKING AS AN INDIVIDUAL WORKING ALONE OR GOING DOWN THE HIERARCHY WHEN PROTECTION SSOW IS OR BECOMES UNAVAILABLE. YOU WILL ","O"
"10464769","HMN1","HAMILTON CIRCLE (MOTHERWELL JN - COM FORMER ROSS JN.)","-0.0022","1.0968","25Kv Overhead Electrification","Lesmahagow Jn - Fmr Ross Jn","Up Main/Fast","","O"
"10464770","HMN1","HAMILTON CIRCLE (MOTHERWELL JN - COM FORMER ROSS JN.)","-0.0022","1.0968","25Kv Overhead Electrification","Lesmahagow Jn - Fmr Ross Jn","Down Main/Fast","","O"
"10575348","DEL","DELETED RECORDS","-0.0022","1.0968","Warning SSOW Prohibited","HMN1","All/Multiple Tracks","SCOTLAND ROUTE HAS INTRODUCED A PROHIBITION ON THE USE OF WARNING SSOW WORKING UNLESS PROTECTION IS PROVIDED BY LOWS OR TOWS. THIS INCLUDES WORKING AS AN INDIVIDUAL WORKING ALONE OR GOING DOWN THE HIERARCHY WHEN PROTECTION SSOW IS OR BECOMES UNAVAILABLE. YOU WILL ","O"
"120015902","HMN1","HAMILTON CIRCLE (MOTHERWELL JN - COM FORMER ROSS JN.)","-0.0022","1.0968","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015580","ZZA5","MEADOWHEAD PAPER MILL SIDINGS - IRVINE","-0.0016","0.0801","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
