"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"60326293","BJR","BASSALEG JUNCTION & RHYMNEY LINE","-0.0167","0.0000","Preserved Tree (TPO)","Former Tredegar Park Golf Course Bassaleg, Newport","Rev Main/Fast","Tree Preservation Order No. 1 of 2006 / Newport City Council. Approx 167yds of Trees. Any proposed lopping, topping or felling of these trees will require the consent of Newort City Council. See also record 60326292 <WVL>","O"
"60325986","LLA","LLANDEILO LINE","-0.0161","18.0535","Buried Telecommunication Cables","","All/Multiple Tracks","@Note: There could be buried telecoms cables throughout this ELR. If details of cable location are known this cable MUST be identified first before any ground penetration work is carried out.@","O"
"120015539","LLA","LLANDEILO LINE","-0.0161","10.0132","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"60325841","APG","ABERPERGWM BRANCH","-0.0110","0.0781","Buried Telecommunication Cables","","All/Multiple Tracks","@Note: There could be buried telecoms cables throughout this ELR. If details of cable location are known this cable MUST be identified first before any ground penetration work is carried out.@","O"
"120016626","APG","ABERPERGWM BRANCH","-0.0110","0.0781","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"60325872","BUT","BUTE DOCKS BRANCH","-0.0018","0.0760","Buried Telecommunication Cables","","All/Multiple Tracks","@Note: There could be buried telecoms cables throughout this ELR. If details of cable location are known this cable MUST be identified first before any ground penetration work is carried out.@","O"
"60325907","CWT","CAERWENT BRANCH","-0.0015","0.0062","Buried Telecommunication Cables","","All/Multiple Tracks","@Note: There could be buried telecoms cables throughout this ELR. If details of cable location are known this cable MUST be identified first before any ground penetration work is carried out.@","O"
"60326135","WYE","WYE VALLEY BRANCH","-0.0015","1.0286","Buried Telecommunication Cables","","All/Multiple Tracks","@Note: There could be buried telecoms cables throughout this ELR. If details of cable location are known this cable MUST be identified first before any ground penetration work is carried out.@","O"
"120011738","NWL","NEWPORT WATERLOO LOOP","-0.0003","0.0217","Landfill Gases","Mon Bank/Maesglas Tip, Newport","All/Multiple Tracks","A former British Rail tip of broken concrete, rubble, sleepers, railway ballast and other inert waste.  Tip is on low lying marsh and possibly former local council waste disposal site.  The Waste Licence was transferred to the site operator in 1999. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015553","HDY","HENDY LOOP","-0.0003","0.1081","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"60325962","HDY","HENDY LOOP","-0.0002","0.1058","Buried Telecommunication Cables","","All/Multiple Tracks","@Note: There could be buried telecoms cables throughout this ELR. If details of cable location are known this cable MUST be identified first before any ground penetration work is carried out.@","O"
"60135425","BJR","BASSALEG JUNCTION & RHYMNEY LINE","0.0000","0.0000","Conservation Area","Nearest station: Machen","","ST23058830-171 Railtrack Disused Station & Track Formation Lower Machen Conservation Area Nearest stn: Machen; Council: Newport; Planning auth: Newport Bc ID: HR16664/8001 Conservation Area - RAR Code: ESB - HAZARD V.10",""
"60134424","PTH","PENARTH BRANCH","0.0000","0.0880","Buried S&T Cable","","All/Multiple Tracks","--- Railtrack Cardiff-Barry/Penarth cabling scheme: Plans shewing cable trunking, location cupboards etc., along d/side of way between MP: 0.00 and 0.40. <CS&TE Drwg. dated 9/3/70> S&T Cable - RAR Code: HBS - HAZARD V.10",""
"60095942","BRY","BARRY LINE","0.0000","0.0000","CIMAH Site","","","ST541831-172 Minister of Supply Multicontamination Site Unknown Contamination - RAR Code: EKO 0117 982 3601 - 24hrs -HAZARD V.10",""
"60098848","LDZ","LLANDEILO LOOP OR GENWEN LOOP LINE (LLANDEILO JC TO GENWEN JC)","0.0000","0.0000","Hazard Associated With Culvert","","All/Multiple Tracks","SS535988-159 Railtrack 18"" EW pipe Culverts <confined space> - RAR Code: BBUC or HSL",""
"60113567","CWT","CAERWENT BRANCH","0.0000","0.0000","Buried Service","Caerwent Branch","All/Multiple Tracks","ST493876-172 Not Known No services found for BT or Transco None - HAZARD V.10",""
"60115986","LLA","LLANDEILO LINE","0.0000","0.0000","Buried Service","","All/Multiple Tracks","SS533989-159 Not Known If this mileage is genuine it coincides with SWM2 223.49, Llandeilo Junction. Unknown Cable - HAZARD V.10",""
"60156900","VOG","VALE OF GLAMORGAN LINE","0.0000","1.0000","Buried S&T Cable","Porthkerry","All/Multiple Tracks","ST106669-1-171 Railtrack RT dwg. CF2657 re cables crossing under track from upside at 0.0499yds to downside, continuing and crossing under track to upside at 0.0836yds and staggered crossing under track to downside cess between 0.0990yds-1100yds and along down cess through Porthkerry tunnel crossing to upside at 1705yds S&T Cable - RAR Code: HBS - HAZARD V.10",""
"60155022","TAD","TRECWN BRANCH","0.0000","2.0330","Buried Water Main","Trecwn Branch","All/Multiple Tracks","SM955318-1-157 Railtrack Agreement 50160 shows 5"" water pipe in down cess of NPF, believed to run from reservoirs SE of end of Trecwn Branch to supply Fishguard Harbour water tanks. High Pressure Water - RAR Code: HBW - HAZARD V.10",""
"60115599","BJR","BASSALEG JUNCTION & RHYMNEY LINE","0.0000","0.0000","Buried Gas Pipe","Bassaleg, Newport","All/Multiple Tracks","ST275874-171 Not Known Gas main under N approach of UBr, under line, then in up cess of WVL <SW side>. Further route crosses BJR at c0.00. Gas main carries on up WVL. Route after crossing BJR not shown. High Pressure Gas - RAR Code: HBG - HAZARD V.10",""
"60155639","YNL","YNYSYBWL LOOP (STORMSTOWN JN TO WINDSOR PASSING JN)","0.0000","0.0704","Buried Service","Ynysybwl Loop","All/Multiple Tracks","ST077927-1-170 Not Known No services found. NB no land plan records beyond 0m20ch None - HAZARD V.10",""
"60156509","CEJ","CARDIFF EAST JUNCTION LINE","0.0000","0.0288","Buried Service","Canton <Radyr Line>","All/Multiple Tracks","--- Energis Nil return for Energis at this mileage None - HAZARD V.10 Runs accross BRY and RAD at 440 and 554 yards respectively",""
"60134806","SWL","SWANSEA LOOP","0.0000","0.1166","Buried S&T Cable","","All/Multiple Tracks","--- Railtrack S&T drg for SWA 215.00 to end of line shows cables in up cess of SWL. S&T Cable - RAR Code: HBS - HAZARD V.10",""
"60286335","SBK2","SUDBROOK BRANCH","0.0000","0.0594","Site of Special Scientific Interest (SSSI)","Gwent Levels - Magor and Undy","All/Multiple Tracks","ST440860-SSSI-","O"
"60293985","FOR","FORDS BRANCH","0.0000","1.0220","Water Protection Zone","Schwyll Aquifer","Unknown","Not requested by DCWW but enclosed by restricted areas on SWM2 and VOG for Schwyll aquifer- Wesl Environment agency- weedspray restriction GLY only","O"
"60290233","CNW","CARMARTHEN WEST LOOP","0.0000","0.0110","Buried Foul Water Service","Carmarthen","All/Multiple Tracks","M98474 Carmarthen Rural District Council. 12"" Sewage pipe under line.","O"
