"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"10581030","DEL","DELETED RECORDS","-0.0438","2.1338","Gradient Greater Than 1 in 100","LEITH BRANCH LINE","All/Multiple Tracks","",""
"120016030","LHS1","PORTOBELLO JN FOR LEITH SOUTH -LEITH SOUTH","-0.0431","0.1010","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015742","GHL","GREENHILL UPPER JN - GREENHILL LOWER JN","-0.0312","0.1318","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015934","TNW","THORNTON NORTH JN - THORNTON WEST JN","-0.0219","0.1540","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"10594178","GHL","GREENHILL UPPER JN - GREENHILL LOWER JN","-0.0190","-0.0100","Invasive / Injurious Plants","Greenhill REB / RRAP","All/Multiple Tracks","  Japanese knotweed around footprint of the REB, RRAP area and boundary wall approximately -0.0100 to -0.0190.","O"
"120015751","MHL3","MONKTONHALL JN - MILLERHILL YARD (MILLERHILL EAST JN - MILLERHILL YARD)","-0.0115","0.1672","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"10510146","GGE","GORGIE JN - HAYMARKET WEST JN","-0.0098","-0.0098","Authorised Access Point","NOT GIVEN","Down Main/Fast","","O"
"120015491","SAA","STIRLING MIDDLE JN - CLACKMANNAN","-0.0081","8.0309","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"10583095","SAA","STIRLING MIDDLE JN - CLACKMANNAN","-0.0080","8.0118","25Kv Overhead Electrification","Stirling and Alloa branch","All/Multiple Tracks","Overhead Line Equipment has being installed by SDA Project and to be considered live. Energisation date is 06.00hrs Sunday 4th November 2018 Stirling Middle to Alloa <ES/00/01 to ES/11/09>.","O"
"120016428","GMH","GRANGEMOUTH JN - GRANGEMOUTH BRB/FPA BDY","-0.0056","3.0974","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
