"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"110163448","JAT","WATERLOO INTERNATIONAL TERMINAL APPROACHES","0.0000","0.0579","Confined Spaces Requirement","Waterloo Station","All/Multiple Tracks","Confined Spaces Requirement, Waterloo station, all/multiple tracks throughout platform lengths~
Area classified as Limited Access and Confined Space <The Confined Spaces Regulations 1997> must be met, please apply Clauses 1 & 2 Monitoring of access paperwork.Hazard/Risk Assessment to be carried out for activity - Results of assessment will determine control measures. Air monitoring before entry. Breathing apparatus to be available for rescue",""
"110163449","JAT","WATERLOO INTERNATIONAL TERMINAL APPROACHES","0.0000","0.0871","COSS or IWA may not work alone","Waterloo Station","All/Multiple Tracks","COSS or IWA may not work alone on the JAT lines at Waterloo station",""
"110163450","JAT","WATERLOO INTERNATIONAL TERMINAL APPROACHES","0.0000","0.0871","Bi-directional Working","Waterloo Station","All/Multiple Tracks","Bi-directional working on all lines",""
"110072457","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0637","Bi-directional Working","Waterloo Station Area bi-directional working","All/Multiple Tracks","","O"
"110072458","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","1.0352","Bi-directional Working","Waterloo Station Area bi-directional working","All/Multiple Tracks","","O"
"110072459","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0660","Shunting Movements","Waterloo Station Area shunting movements","All/Multiple Tracks","Shunting moves controlled by shunt signals.","O"
"110070822","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","4.0000","Bi-directional Working","Waterloo to Clapham Jnc bi-directional working","All/Multiple Tracks","","O"
"110070866","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","7.0233","Restricted Clearance","Waterloo to Barnes clearance hazard","All/Multiple Tracks","There are a number of locations in the multiple track areas where sidings are not 10 feet from the nearest running lines. Special care is required in these areas, particularly if stock is stabled on the siding.","O"
"110072245","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","1.0000","COSS or IWA may not work alone","Waterloo/Windsor COSS or IWA may not work alone","All/Multiple Tracks","Train Movements. 2 Lookouts or possession.","NP"
"110070368","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0000","Third Rail Electrified","Waterloo Windsor side third rail electrification","All/Multiple Tracks","Insulated Tools, Lookout.","O"
"110072352","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0000","Authorised Walking Route","Waterloo Windsor side walking route","Unknown","Arches 235C, D and E under Waterloo Station.","O"
"110072353","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0000","Authorised Walking Route","Waterloo Windsor side walking route","Unknown","Under European Passenger Services Ticket Hall.","O"
"110071025","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","7.0154","Restricted Clearance","Waterloo to Barnes clearance hazard","All/Multiple Tracks","There are a number of locations in the multiple track areas where sidings are not 10 feet from the nearest running lines. Special Care is required in theses areas, particularly if stock is stabled on the siding.","O"
"110072356","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0000","Authorised Walking Route","Waterloo Windsor side walking route","Unknown","Located in Arches, Mepham Street, Waterloo. From either Waterloo or York Roads.","O"
"110072358","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0000","Authorised Walking Route","Waterloo Windsor side walking route","Unknown","Via station concourse to exit opposite platform 1, then along public roadway, up steps in Newham Terrace to lobby situated near the South Side Regional Training Centre. No Vehicular Access","O"
"110072363","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0000","Authorised Walking Route","Waterloo Windsor side walking route","Unknown","Via concourse, station approach road Leake Street, Lower Marsh. Cross at first set of traffic lights and left along Westminster Bridge Road, right into Hercules Road, First right into Newham Terrace, up stairs to offices then sidings.","O"
"110071842","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Authorised Walking Route","Waterloo Station Via concourse.","Unknown","Via concourse.","O"
"110071844","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Authorised Walking Route","Waterloo Station to South Sidings?","Unknown","Via concourse, station approach road Leake Street, Lower Marsh. Cross at first set of traffic lights and left along Westminster Bridge Road, right into Hercules Road, First right into Newham Terrace, up stairs to offices then sidings.","O"
"110071845","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Authorised Walking Route","Waterloo Station to depot?","Unknown","Exit Waterloo station adjacent to platform 1 and turn right. Walk for about 300 yards until you reach steps on the right hand side. The gate on these steps is kept locked and prior arrangements must be made to gain entry. The depot is at the top of the st","O"
"110071847","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Authorised Walking Route","Waterloo Station to plan arches?","Unknown","Arches 235C, D and E under Waterloo Station.","O"
"110071850","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Authorised Walking Route","Waterloo Station to Mepham Street arches","Unknown","Located in Arches, Mepham Street, Waterloo. From either Waterloo or York Roads.","O"
"110071851","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Authorised Walking Route","Waterloo Station to Milk Arch","Unknown","Adjacent to Milk Arch under middle of Waterloo Station.","O"
"110080937","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Buried Water Main","Waterloo Station water supplies","All/Multiple Tracks","Water Supply to Stn Approximate Mileage Only Info on underground/overhead services <gas, water, electricity> has not been validated.","NV"
"110080938","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Buried Water Main","Waterloo Station water supplies","All/Multiple Tracks","Water Supply to Stn Info on underground/overhead services <gas, water, electricity> has not been validated.","NV"
"110080940","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Buried Water Main","Waterloo Station water supplies","All/Multiple Tracks","Water Supply to Stn Info on underground/overhead services <gas, water, electricity> has not been validated.","NV"
"110078170","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Buried Water Main","Waterloo Station water supplies","All/Multiple Tracks","Laying Mains in Lower Road Approximate Mileage Only Info on underground/overhead services <gas, water, electricity> has not been validated.","NV"
"110071852","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Authorised Walking Route","Waterloo Station to Pway?","Unknown","Via station concourse to exit opposite platform 1, then along public roadway, up steps in Newham Terrace to lobby situated near the South Side Regional Training Centre. No Vehicular Access","O"
"110072357","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0000","Authorised Walking Route","Waterloo Windsor side walking route","Unknown","Adjacent to Milk Arch under middle of Waterloo Station.","O"
"110080939","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Buried Gas Pipe","Waterloo area Gas supply to buildings","All/Multiple Tracks","Gas Supply to rlw. Buildings.SOL. Approximate Mileage Only Info on underground/overhead services <gas, water, electricity> has not been validated.","NV"
"110078171","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Buried Water Main","Waterloo arches water supply","All/Multiple Tracks","Water Supply to Arches Approximate Mileage Only Info on underground/overhead services <gas, water, electricity> has not been validated.","NV"
"110071853","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Authorised Walking Route","Waterloo Station to Lower Road?","Unknown","Proceed from main station concourse via the stairs to the rear of platforms 6/7 signed ~To Waterloo Road and the Old Vic Theatre~, at the bottom of these stairs turn right again into Lower Road. which is a railway term and is not signed as such. this will","O"
"110159835","NSA","ALDERSHOT JN SOUTH - ALDERSHOT JN NORTH","0.0000","0.0352","Gradient Greater Than 1 in 100","NSA Gradient > 1:100","All/Multiple Tracks","This is a 1 in 100 gradient (-100) Away from London . when planning work and delivering work you are cognisant of the clauses in NR/L2/OHS/019 v9: Risk of Runaways",""
"110072359","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0000","Authorised Walking Route","Waterloo Windsor side walking route","Unknown","Exit Waterloo station adjacent to platform 1 and turn right. Walk for about 300 yards until you reach steps on the right hand side. The gate on these steps is kept locked and prior arrangements must be made to gain entry. The depot is at the top of the st","O"
"110070952","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","7.0233","Restricted Clearance","Waterloo to Barnes clearance hazard","All/Multiple Tracks","Narrow Wideways in Multiple Track Areas. There are a number of locations in the multiple track area where sidings are not 10 feet from the nearest running lines. Special care is required in these area, particularly if stock is stabled on the siding.","O"
"110071848","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0000","Authorised Walking Route","Waterloo Station under EPS ticket hall","Unknown","Under European Passenger Services Ticket Hall.","O"
"70316810","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0638","Warning SSOW Prohibited","Waterloo - Waterloo West Xings Platforms 1-14/Down","All/Multiple Tracks","BML1 3607 & 3608 FROM PLATFORM ENDS TO 0M22CH <0M385Y TO 0M484Y>: 1509 & 1514 POINTS ARE WARNING SSOW WITH UNASSISTED LOOKOUT PERMITTED FOR PATROLLING PURPOSES ONLY.","O"
"70316811","RDG1","WATERLOO (WINDSOR LINES) - WOKINGHAM JN","0.0000","0.0638","Warning SSOW Prohibited","Waterloo - Waterloo West Crossings Platforms 15-19","All/Multiple Tracks"," ","O"
"70314170","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0110","Buried Electrical Cables","Waterloo Mepham St S/S - Waterloo Milk Arch 2 S/S","Unknown","","O"
"70314171","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0110","Buried Electrical Cables","Waterloo Mepham Street S/S - Waterloo Milk Arch","Unknown","","O"
"70314172","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0220","Buried Electrical Cables","Waterloo Mepham Street S/S - Leake St East S/S","Unknown","","O"
"70314173","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0220","Buried Electrical Cables","Waterloo Mepham Street S/S - Leake St East S/S","Unknown","","O"
"70314175","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0000","0.0616","Buried Electrical Cables","Waterloo Milk Arch 1 S/S - Waterloo Mepham St S/S","Unknown","","O"
"110172175","NSA","ALDERSHOT JN SOUTH - ALDERSHOT JN NORTH","0.0000","0.0000","Buried Telecommunication Cables","Telecoms cables <DISAC Fibre Cable>","Up Main/Fast","NSA<1100>/GTW2<1100> JN:F-2325-2330-A-15.  Green DISAC fibre cable carrying critical services lying on ballast. Cable may be buried or covered in vegetation throughout mileage. Owner - Network Rail NRT",""
"110072354","DEL","DELETED RECORDS","0.0000","0.0000","Authorised Walking Route","Waterloo Windsor side walking route","Unknown","Via concourse.","O"
"110072360","DEL","DELETED RECORDS","0.0000","0.0000","Authorised Walking Route","Waterloo Windsor side walking route","Unknown","Proceed from main station concourse via the stairs to the rear of platforms 6/7 signed ~To Waterloo Road and the Old Vic Theatre~, at the bottom of these stairs turn right again into Lower Road. which is a railway term and is not signed as such. this will","O"
"110072362","DEL","DELETED RECORDS","0.0000","0.0000","Authorised Walking Route","Waterloo Windsor side walking route","Unknown","Via concourse.","O"
"120013676","NSA","ALDERSHOT JN SOUTH - ALDERSHOT JN NORTH","0.0019","0.0475","Landfill Gases","Lakeside Road, Ash","All/Multiple Tracks","Infill of old gravel pit with unknown wastes. Site spread with sub soil and top soil. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"110168628","NSA","ALDERSHOT JN SOUTH - ALDERSHOT JN NORTH","0.0044","0.0044","Authorised Access Point - Pedestrian","Aldershot, The Quadrant <CTS access only>","Down Main/Fast","Access for CTS <Controlled Track Switch>, NO ACCESS TO TRACK.  This access does not provide access to the track.","O"
"70282202","AJB","ADDLESTONE JN - BYFLEET JN","0.0044","0.1683","Water Protection Zone","Weybridge/Woking water protection zone","All/Multiple Tracks","Glyphosare only","NP"
"110172176","NSA","ALDERSHOT JN SOUTH - ALDERSHOT JN NORTH","0.0050","0.0050","Buried Telecommunication Cables","Telecoms cables <DISAC Fibre Cable>","Up Main/Fast","NSA<1100>/GTW2<2100> JN:6142.  Green DISAC fibre cable carrying critical services lying on ballast. Cable may be buried or covered in vegetation throughout mileage. Owner - Network Rail NRT",""
"110134015","AJB","ADDLESTONE JN - BYFLEET JN","0.0064","0.0064","Buried S&T Cable","Addlestone Junction","All/Multiple Tracks","Previously recorded as an undertrack crosing","O"
"110070084","BML1","WATERLOO (MAIN) - NORTHAM (SHORT MILE)","0.0087","0.0879","COSS or IWA may not work alone","Waterloo stn appr COSS or IWA may not work alone","All/Multiple Tracks","Limited sighting distance. A minimum of 2 Lookouts is required for this location.","NP"
