"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"20783327","DEL","","0.0269","0.0269","Authorised Access Point - Pedestrian","SKS2-1 Skipton Road","Rev Main/Fast","Access gate secured via 859 railway padlock leading to concrete access steps onto trackside. The steps are located to the immediate side of SKS2-1 Skipton Road railway bridge on the high mileage side.","R"
"20150829","DEL","","11.0374","11.0374","Authorised Walking Route","Peckfield Signal Box","","From ""roundabout"" walk across running lines via the boarded crossing and then along the down cess to the signalbox steps.",""
"20776302","DEL","","12.0730","13.0750","COSS or IWA may not work alone","Sherburn in Elmet","All/Multiple Tracks","Restrited sighting, curvature of track and structures both Up and Down Main.",""
"20150469","DEL","","15.1430","16.0000","Restricted Clearance","Crossgates Station","","Working between Platforms",""
"20780327","DEL","","30.1716","30.1716","Authorised Access Point - Road-Rail Machines","GREETLAND OLD SIGNAL BOX","Down Main/Fast","NEW 10.8M WIDE SINGLE TRACK ROSEHILL RRAP INSTALLED. SECURE VEHICLE AND OTP PARKING IS AVAILABLE AT THE OLDGREETLAND SIGNAL BOX COMPOUND.","R"
"20775004","DEL","","33.1112","33.1112","Authorised Access Point - Pedestrian","Hipperholme LC","Down Main/Fast","","R"
"20774989","DEL","","36.0096","36.0096","Authorised Access Point - Vehicle","Howley Park LC","All/Multiple Tracks","Deleted 22-05-2017.","R"
"20785068","DEL","","38.0600","38.0600","Authorised Access Point - Road-Rail Machines","White Rose Centre Station - Construction","All/Multiple Tracks","West Yorkshire Combined Authority are building a new train Station at White Rose Business park. To facilitate the construction phase, Spencer""s <Principal contractor> are building Semi Permanent access RRAP.~
<due to be installed end of June 2021>.~
 The temporary RRAP is being installed approx. 75m north of an existing permanent RRAP at Morley station. The designs are to be approved by ASPRO Eastern Engineering Assurance. The RRAP design submission has been included in this request for additional information. ~
~
The Semi Permanent RRAP will be installed by Spencer""s, Owned and Maintained by Spencer""s and used only by the White Rose project it will be removed at the end of the job estimated removal June 2022.~
What3words friend.salt.miss","R"
"20775745","DEL","","38.0814","38.0814","Authorised Access Point - Road-Rail Machines","MIRFIELD DEPOT RRAP","Down Main/Fast","New 10.8M wide double track RRAP installed with Drop Down Bollards and concrete approaches","R"
"20752792","DEL","","40.0027","40.0041","Warning SSOW Prohibited","Cottingley Station","","Working between platforms",""
"20150422","DEL","","40.0044","40.0044","Restricted Clearance","Cottingley Station","","Working between Platforms",""
"20776994","DEL","","208.0000","211.0435","Gradient Greater Than 1 In 50","NV","All/Multiple Tracks","The gradient at this location is 1 in 50 or greater.  This must be considered in the planning and use of on track plant and hand trolleys. Removed request R.Dudley/A.Davies - Gradients less than 1:50 4/11/2019.","O"
"20748437","DEL","","208.0988","208.1041","Warning SSOW Prohibited","Bradford Foster Interchange","All/Multiple Tracks","Working between platforms . The distance between tracks ""back edge to back edge"" has been measured at several locations and found to be a minimum of 3500mm <11""5"">. This counts as a 10ft and suitable to be used as a position of safety.",""
