"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"120016300","CNN","COVENTRY NTH JN - NUNEATON STH JN","-0.0103","3.0990","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120015642","SSP","PERRY BARR STH JN - SOHO STH (PERRY BARR/SOHO LINES)","-0.0004","1.0502","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016594","OXC","STAFFORD RD JN - BUSHBURY OXLEY JN (OXLEY CHORD)","-0.0001","1.0073","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"50138815","SCL","SOHO E JN - SOHO NTH JN (SOHO CURVE LINES)","0.0000","0.0484","Road/Rail Noise","Beware of Noise from Wind, Water and Road Traffic","","ZIAR Ref No_272245_ Interim Reference No_HZ_10763 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50138816","SCL","SOHO E JN - SOHO NTH JN (SOHO CURVE LINES)","0.0000","0.0440","Restricted Sighting","Restricted Sighting","","ZIAR Ref No_272246_ Interim Reference No_HZ_10764 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138818","ALC1","ASTON NTH JCN - SUTTON","0.0000","5.0000","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_272261_ Interim Reference No_HZ_10779 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
"50138821","ALC1","ASTON NTH JCN - SUTTON","0.0000","0.0660","Restricted Sighting","Restricted Sighting","","ZIAR Ref No_272264_ Interim Reference No_HZ_10782 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138822","ALC1","ASTON NTH JCN - SUTTON","0.0000","5.0000","25Kv Overhead Electrification","25 KV Overhead Line Equipment","","ZIAR Ref No_272265_ Interim Reference No_HZ_10783 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"110163906","RRN1","RYECROFT JCN - CANNOCK","0.0000","7.0440","Electrification","CANNOCK LINES","All/Multiple Tracks","Construction works in conjunction with Overhead Line Electrification - new foundations, masts and OLE Wires",""
"110163908","RRN1","RYECROFT JCN - CANNOCK","0.0000","7.0440","Route Crime Hotspots","CANNOCK LINES","All/Multiple Tracks","FLY TIPPING AND RISK OF DISCARDED HYPERDERMIC NEEDLES ON TRACK AND LINESIDE",""
"50138732","CNN","COVENTRY NTH JN - NUNEATON STH JN","0.0000","0.0704","25Kv Overhead Electrification","25 KV Overhead Line Equipment","","Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138923","SAS","STECHFORD SOUTH JN - ASTON SOUTH JN","0.0000","2.1342","25Kv Overhead Electrification","25 KV Overhead Line Equipment","","ZIAR Ref No_272128_ Interim Reference No_HZ_10646 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138924","SAS","STECHFORD SOUTH JN - ASTON SOUTH JN","0.0000","0.0220","Restricted Sighting","Restricted Sighting","","ZIAR Ref No_272129_ Interim Reference No_HZ_10647 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138838","SCL","SOHO E JN - SOHO NTH JN (SOHO CURVE LINES)","0.0000","0.0484","25Kv Overhead Electrification","25 KV Overhead Line Equipment","","ZIAR Ref No_272244_ Interim Reference No_HZ_10762 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138890","PBJ","PROOF HSE JN - BUSHBURY JN VIA BESCOT","0.0000","15.0704","25Kv Overhead Electrification","25 KV Overhead Line Equipment","","ZIAR Ref No_272166_ Interim Reference No_HZ_10684 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138891","PBJ","PROOF HSE JN - BUSHBURY JN VIA BESCOT","0.0000","0.0660","Restricted Sighting","Restricted Sighting","","ZIAR Ref No_272167_ Interim Reference No_HZ_10685 _Notes: Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory","O"
"50138565","RBS2","BIRMINGHAM NEW ST - BUSHBURY JN","0.0000","14.1606","Road/Rail Noise","Beware of Noise","","ZIAR Ref No_272688_ Interim Reference No_HZ_11206 _Notes: Noise from Wind, Road Traffic and Low Flying Aircraft. Sourced from Issue 1. Dated 25/3/97. of the Hazards Directory",""
